player_id,player,team,role,rank,similar_player_id,similar_player,similar_team,similarity
2f0sxlzvrg4z9uipi4wvr44d0,M. de la Cruz,Leones FC,Ball-Winner / Stopper,10,91ljjxzlo05v5p0wi2u4q66ll,K. Ushiña,Delfín SC,0.2943
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,1,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,CS Emelec,0.6993
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,2,eb2d87d8tfi6cxjcntkfdrdhw,L. Moreno,CD Universidad Católica del Ecuador,0.6822
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,3,8gy8s9ea67vkmgdce51oif089,A. Naula,Guayaquil City FC,0.6749
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,4,5i3xo6a0hqf41kyiyhe3lpwbt,G. Nápoli,CS Emelec,0.648
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,5,7py0p0nixs4vkf6kehq0thi0a,Angelo Mina,CS Emelec,0.5548
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,6,75wzlsjjkcclaza765jikk5hx,É. Vega,CD Cuenca,0.5543
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,7,bfsjxpmiflhdz2162ulqlo0lw,J. Valverde,Delfín SC,0.5465
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,8,lyw9kr0r5giargpspli73d91,J. Cavallaro,Delfín SC,0.5102
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,9,ax5i011x824dnqvapwzejj76c,J. Majao,CD Técnico Universitario,0.4601
2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,Ball-Winner / Stopper,10,1kg0a71ryvy9641bml2ykgwt0,G. Heredia,Delfín SC,0.4467
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,1,elibn4o65l8afy69rfyqf299m,D. Pazmiño,Leones FC,0.566
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,2,cf36yl6dep780v76ygc5kqqui,J. Estacio,CSD Macará,0.5526
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,3,bpsts2bw6gw3wjebjyxjjuqui,B. García,CD Cuenca,0.538
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,4,6ert2g23gsp8d1gmhiiqurkes,Y. Erique,CD Cuenca,0.5366
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,5,461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,0.4932
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,6,8vnajjn470acmoyohlg0f5qtw,M. Díaz,CD Cuenca,0.2892
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,7,f02v3aekjuxmkyri5mp9x7aj8,E. Griffa,Leones FC,0.288
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,8,38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,0.2422
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,9,677337y7ae2lsr9tvlaaxcfyt,C. Arboleda,CD Cuenca,0.2137
2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,Ball-Winner / Stopper,10,65attw5qx5xj8ekiu5iqtj4yd,J. Cevallos,CS Emelec,0.1998
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,1,677337y7ae2lsr9tvlaaxcfyt,C. Arboleda,CD Cuenca,0.5709
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,2,461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,0.5199
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,3,qtilzeesr535rrklzb5d2qz8,Eric Valencia,CD Universidad Católica del Ecuador,0.5092
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,4,2f0sxlzvrg4z9uipi4wvr44d0,M. de la Cruz,Leones FC,0.4491
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,5,6rkmmvmaiihg4un5jzq5caqs4,Á. Rangel,Barcelona SC,0.444
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,6,87y2pbc5qjlw6l77sqoxd21p0,R. Arroyo,Leones FC,0.4338
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,7,9g0ayzj8zkxakzvk0w6hor9qs,B. Kreiman,Leones FC,0.4232
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,8,6ert2g23gsp8d1gmhiiqurkes,Y. Erique,CD Cuenca,0.4185
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,9,50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,0.2511
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,Ball-Winner / Stopper,10,3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,0.2482
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,1,6rkmmvmaiihg4un5jzq5caqs4,Á. Rangel,Barcelona SC,0.7036
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,2,9g05j8p6gyul0zlnx70rffkve,S. Mina,Orense SC,0.546
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,3,9g0ayzj8zkxakzvk0w6hor9qs,B. Kreiman,Leones FC,0.5238
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,4,c0wyvmrq61yzugvdt2qnneoes,A. Mosquera,CD Cuenca,0.4712
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,5,bfsjxpmiflhdz2162ulqlo0lw,J. Valverde,Delfín SC,0.4551
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,6,6jhr91d1ygvu4qmk4195lyhhw,J. González,Mushuc Runa SC,0.4451
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,7,3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,0.4185
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,8,7b46q7wczdj7wku3dljr05uc5,J. Cazares,CSD Macará,0.389
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,9,d7d208zfvkuvjaba38rlcjxl,G. Valle,Liga Deportiva Universitaria de Quito,0.2729
3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,Ball-Winner / Stopper,10,ax5i011x824dnqvapwzejj76c,J. Majao,CD Técnico Universitario,0.2702
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,1,c0wyvmrq61yzugvdt2qnneoes,A. Mosquera,CD Cuenca,0.6366
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,2,461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,0.4906
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,3,50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,0.4461
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,4,677337y7ae2lsr9tvlaaxcfyt,C. Arboleda,CD Cuenca,0.4234
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,5,3eydszdgiwc4nlfnlmt5avzai,A. Lorenzo,Orense SC,0.4185
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,6,gn5jbp8pgfhr12jxfiaftkwk,L. Castro,Delfín SC,0.4071
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,7,87y2pbc5qjlw6l77sqoxd21p0,R. Arroyo,Leones FC,0.3333
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,8,9g0ayzj8zkxakzvk0w6hor9qs,B. Kreiman,Leones FC,0.3249
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,9,bfsjxpmiflhdz2162ulqlo0lw,J. Valverde,Delfín SC,0.3098
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,Ball-Winner / Stopper,10,6rkmmvmaiihg4un5jzq5caqs4,Á. Rangel,Barcelona SC,0.3065
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,1,2cmnkc4qhbp58l4n10rcb6al0,C. Valencia,Libertad Fútbol Club,0.6662
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,2,bpsts2bw6gw3wjebjyxjjuqui,B. García,CD Cuenca,0.5718
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,3,7b46q7wczdj7wku3dljr05uc5,J. Cazares,CSD Macará,0.5418
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,4,6jhr91d1ygvu4qmk4195lyhhw,J. González,Mushuc Runa SC,0.53
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,5,f2u5upcopb9zg84ajapcecy6s,M. Lugo,Barcelona SC,0.5204
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,6,cf36yl6dep780v76ygc5kqqui,J. Estacio,CSD Macará,0.4677
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,7,59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,0.4271
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,8,3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,0.3574
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,9,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,CS Emelec,0.3399
3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,Ball-Winner / Stopper,10,7py0p0nixs4vkf6kehq0thi0a,Angelo Mina,CS Emelec,0.3247
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,1,9g05j8p6gyul0zlnx70rffkve,S. Mina,Orense SC,0.6058
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,2,5t1zsk9kamjebuvv1yl34aga1,M. Maccari,CD Cuenca,0.5842
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,3,d6gphu89283pngbaenacu1cr9,R. Jaramillo,Orense SC,0.468
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,4,7pi40tylgulc04ioiblklasyc,J. Chacón,CD Cuenca,0.4526
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,5,9g0ayzj8zkxakzvk0w6hor9qs,B. Kreiman,Leones FC,0.3158
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,6,2cmnkc4qhbp58l4n10rcb6al0,C. Valencia,Libertad Fútbol Club,0.2996
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,7,ax5i011x824dnqvapwzejj76c,J. Majao,CD Técnico Universitario,0.2946
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,8,65attw5qx5xj8ekiu5iqtj4yd,J. Cevallos,CS Emelec,0.2902
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,9,59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,0.2885
3nfmwbpmy7b7peqmplyxxyf4k,S. Valencia,CS Emelec,Ball-Winner / Stopper,10,6jhr91d1ygvu4qmk4195lyhhw,J. González,Mushuc Runa SC,0.2802
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,1,75wzlsjjkcclaza765jikk5hx,É. Vega,CD Cuenca,0.7622
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,2,eb2d87d8tfi6cxjcntkfdrdhw,L. Moreno,CD Universidad Católica del Ecuador,0.7154
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,3,59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,0.6371
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,4,ax5i011x824dnqvapwzejj76c,J. Majao,CD Técnico Universitario,0.587
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,5,6sn6a1xpp6tyqac8a21ka1fxl,V. Griffith,CS Emelec,0.5369
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,6,5i3xo6a0hqf41kyiyhe3lpwbt,G. Nápoli,CS Emelec,0.4678
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,7,d6gphu89283pngbaenacu1cr9,R. Jaramillo,Orense SC,0.4217
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,8,5t1zsk9kamjebuvv1yl34aga1,M. Maccari,CD Cuenca,0.3949
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,9,2h4eos89vmme3eicv98m2997t,J. Jiménez,Manta FC,0.3735
3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,Ball-Winner / Stopper,10,3lz2li4ohdy8qok9i8xexuvx0,B. Corozo,Libertad Fútbol Club,0.3574
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,1,6ert2g23gsp8d1gmhiiqurkes,Y. Erique,CD Cuenca,0.7121
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,2,cf36yl6dep780v76ygc5kqqui,J. Estacio,CSD Macará,0.6727
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,3,38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,0.5199
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,4,9g0ayzj8zkxakzvk0w6hor9qs,B. Kreiman,Leones FC,0.5157
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,5,2r3t66obvs4j4ruzkatu2mmdx,T. Martínez,Barcelona SC,0.4932
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,6,3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,0.4906
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,7,87y2pbc5qjlw6l77sqoxd21p0,R. Arroyo,Leones FC,0.4552
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,8,677337y7ae2lsr9tvlaaxcfyt,C. Arboleda,CD Cuenca,0.4435
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,9,1ftsi7wqe7zcrmzvk9m8d5el0,R. Borja,Leones FC,0.35
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,Ball-Winner / Stopper,10,6rkmmvmaiihg4un5jzq5caqs4,Á. Rangel,Barcelona SC,0.3414
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,1,9cqb998nx6bqbb6zw4mmmimwa,F. Perinciolo,Delfín SC,0.673
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,2,677337y7ae2lsr9tvlaaxcfyt,C. Arboleda,CD Cuenca,0.5979
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,3,87y2pbc5qjlw6l77sqoxd21p0,R. Arroyo,Leones FC,0.5513
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,4,2f0sxlzvrg4z9uipi4wvr44d0,M. de la Cruz,Leones FC,0.551
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,5,67po6omu9d6depk46axzcy7yt,H. Batalla,Libertad Fútbol Club,0.5377
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,6,1kg0a71ryvy9641bml2ykgwt0,G. Heredia,Delfín SC,0.4503
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,7,3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,0.4461
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,8,91ljjxzlo05v5p0wi2u4q66ll,K. Ushiña,Delfín SC,0.402
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,9,gn5jbp8pgfhr12jxfiaftkwk,L. Castro,Delfín SC,0.3034
50bycn35z1ts5hb156k146u50,J. Chalá,Manta FC,Ball-Winner / Stopper,10,461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,0.2908
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,1,7pi40tylgulc04ioiblklasyc,J. Chacón,CD Cuenca,0.6807
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,2,3pseo7ehrlksshbk4s9heg6c4,A. Spina,SD Aucas,0.6371
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,3,f2u5upcopb9zg84ajapcecy6s,M. Lugo,Barcelona SC,0.537
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,4,5t1zsk9kamjebuvv1yl34aga1,M. Maccari,CD Cuenca,0.5224
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,5,75wzlsjjkcclaza765jikk5hx,É. Vega,CD Cuenca,0.5023
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,6,eb2d87d8tfi6cxjcntkfdrdhw,L. Moreno,CD Universidad Católica del Ecuador,0.4885
59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,CSD Independiente del Valle,Ball-Winner / Stopper,7,bpsts2bw6gw3wjebjyxjjuqui,B. García,CD Cuenca,0.4629
