match,minute,crossing_team,crosser,cross_x,cross_y,cross_end_x,cross_end_y,body_part,wide_channel,clearing_team,clearing_player,clr_start_x,clr_start_y,landing_x,landing_y,pred_landing_x,pred_landing_y,actual_distance,predicted_distance,gap
2026-06-01_Leones FC - CSD Macará,79,Leones FC,M. Caicedo,74.2,86.1,87.8,40.9,left_foot,right,CSD Macará,J. Jiménez,9.3,66.0,28.6,85.9,20.663474781765018,75.90920446304622,27.721832551258228,15.077164594387922,12.644667956870306
2026-03-17_Leones FC - Liga Deportiva Universitaria de Quito,44,Liga Deportiva Universitaria de Quito,Richard Mina,89.6,11.9,92.1,49.4,right_foot,left,Leones FC,J. Anangonó,7.7,54.2,29.5,66.6,19.961865103898386,56.07224993186627,25.0798724079689,12.403977411845535,12.675894996123365
2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador,78,CD Universidad Católica del Ecuador,M. Díaz,80.2,90.4,85.6,55.2,right_foot,right,Mushuc Runa SC,F. Carabalí,12.2,50.6,28.8,34.7,22.35818979782843,51.82927002087231,22.98630026776819,10.232298116890508,12.754002150877682
2026-04-27_Manta FC - CD Universidad Católica del Ecuador,44,Manta FC,I. Cuero,79.7,9.7,92.0,61.5,right_foot,left,CD Universidad Católica del Ecuador,J. Chancellor,11.4,52.2,31.4,35.8,24.451730568510843,52.954640443753036,25.864261056523542,13.073528713868653,12.79073234265489
2026-05-24_CD Técnico Universitario - Leones FC,72,Leones FC,C. Vélez,76.1,78.1,83.6,48.1,right_foot,right,CD Técnico Universitario,Y. Arce,16.1,51.1,42.7,50.3,29.764079947765623,53.07096218876971,26.612027356065905,13.80549791816617,12.806529437899735
2026-07-03_CSD Independiente del Valle - Manta FC,8,CSD Independiente del Valle,L. Loor,90.9,85.7,87.7,49.1,left_foot,right,Manta FC,O. Moscarelli,9.8,50.3,32.6,45.4,20.031126642741217,52.521221131135455,23.320591759215716,10.469468739779103,12.851123019436614
2026-05-22_CSD Independiente del Valle - Libertad Fútbol Club,58,CSD Independiente del Valle,R. Briones,70.8,15.5,88.3,48.5,right_foot,left,Libertad Fútbol Club,C. Gruezo,9.8,51.3,27.4,33.4,21.941167439725664,52.79857947194661,25.103187048659773,12.23330238460549,12.869884664054283
2026-05-10_Manta FC - CSD Macará,91,Manta FC,O. Moscarelli,63.4,80.3,84.2,52.2,right_foot,right,CSD Macará,J. Marrufo,13.5,54.3,23.1,27.9,28.455654410064213,56.43728021656885,28.0912797857271,15.10759959614398,12.983680189583119
2026-03-23_SD Aucas - Orense SC,13,Orense SC,P. Velasco,87.8,2.9,88.2,50.3,left_foot,left,SD Aucas,A. Bolaños,10.0,43.3,15.2,67.2,21.25506749747276,41.230556662190814,24.459149617270022,11.443738030078743,13.015411587191279
2026-03-07_Barcelona SC - CS Emelec,88,CS Emelec,I. Guerrico,72.2,90.1,87.6,63.0,left_foot,right,Barcelona SC,J. Báez,12.5,44.4,23.9,66.7,23.93754686877542,40.89949529367566,25.044959572736392,11.961229517672221,13.083730055064171
2026-04-08_CD Universidad Católica del Ecuador - CS Emelec,74,CD Universidad Católica del Ecuador,G. Anangonó,73.3,16.5,85.4,45.4,right_foot,left,CS Emelec,S. Quintero,10.6,54.8,33.6,39.1,25.3407577998866,53.97781580152541,27.847621083316973,14.763669170336314,13.083951912980659
2026-03-15_Guayaquil City FC - Barcelona SC,68,Barcelona SC,H. Villalba,79.5,89.5,92.3,45.8,right_foot,right,Guayaquil City FC,Y. Rodríguez,10.1,42.2,26.2,22.5,21.679834538970734,38.11077905594822,25.4420911090264,12.280647209296882,13.161443899729518
2026-03-21_Delfín SC - Libertad Fútbol Club,96,Delfín SC,F. Ratotti,95.3,18.0,92.3,64.5,right_foot,left,Libertad Fútbol Club,E. Patta,10.0,44.9,35.7,40.9,22.354217934752764,41.47555478405298,26.009421369957465,12.820043908520333,13.189377461437132
2026-05-17_Manta FC - CS Emelec,18,CS Emelec,J. Ruíz,86.5,5.3,87.8,62.1,left_foot,left,Manta FC,A. Medina,8.6,39.1,32.1,48.4,20.105100484936305,35.52695239874158,25.273306075778848,12.047157603739572,13.226148472039275
2026-04-10_Barcelona SC - Leones FC,16,Barcelona SC,T. Martínez,81.1,22.9,94.7,53.6,left_foot,left,Leones FC,N. Monserrat,5.5,51.2,30.5,58.4,18.161285502192342,52.83706207281917,26.0161488310626,12.766680179212173,13.249468651850428
2026-03-22_Barcelona SC - CD Universidad Católica del Ecuador,97,CD Universidad Católica del Ecuador,G. Anangonó,77.6,10.4,89.7,56.1,right_foot,left,Barcelona SC,W. Vargas,14.8,41.3,37.5,53.3,26.25456701776391,36.8067609319435,25.67664308277077,12.304320496766735,13.372322586004035
2026-03-07_Barcelona SC - CS Emelec,74,CS Emelec,R. Caicedo,93.1,16.4,89.6,58.8,right_foot,left,Barcelona SC,W. Vargas,10.4,40.5,18.8,64.6,21.977323899008823,36.83665296191527,25.521951336055785,12.143086106258368,13.378865229797418
2026-04-19_CSD Macará - Barcelona SC,8,CSD Macará,J. Estacio,71.4,20.7,90.1,45.8,other,left,Barcelona SC,J. Chalá,10.7,51.0,31.9,65.7,23.012005017782474,52.203319351501804,25.79786812897531,12.370668737768366,13.427199391206944
2026-05-01_Libertad Fútbol Club - SD Aucas,94,SD Aucas,A. Preciado,65.6,90.5,88.1,55.5,right_foot,right,Libertad Fútbol Club,B. Caicedo,8.2,59.1,29.8,71.7,19.720616978814192,60.05149396751316,25.00639918100965,11.55984240129405,13.446556779715602
2026-02-28_Guayaquil City FC - SD Aucas,35,SD Aucas,L. Gustavino,72.9,10.1,88.8,42.7,right_foot,left,Guayaquil City FC,Y. Rodríguez,10.5,44.0,16.3,68.1,21.833840437525073,44.28345741989452,24.78810198462157,11.337384494325478,13.45071749029609
2026-03-15_Guayaquil City FC - Barcelona SC,48,Barcelona SC,J. Quiñónez,71.4,81.0,89.5,42.3,right_foot,right,Guayaquil City FC,P. Mancilla,12.1,62.9,28.0,42.8,23.771183226680073,65.93017327788769,25.628499761008253,12.058128710739611,13.570371050268642
2026-03-09_Orense SC - Manta FC,85,Manta FC,J. Chalá,84.3,91.7,86.1,37.4,left_foot,right,Orense SC,Ó. Quiñónez,7.3,61.8,31.5,67.6,17.276343224025393,67.07351027286315,24.88533704814946,11.284384552183186,13.600952495966274
2026-05-22_CSD Independiente del Valle - Libertad Fútbol Club,2,CSD Independiente del Valle,D. Guagua,87.9,8.5,86.7,35.7,right_foot,left,Libertad Fútbol Club,C. Gruezo,15.9,63.1,38.9,73.0,26.35114571113133,67.60915514556629,25.04016773106762,11.382395477318724,13.657772253748895
2026-04-10_Barcelona SC - Leones FC,45,Barcelona SC,H. Villalba,69.5,72.3,89.7,45.5,right_foot,right,Leones FC,N. Monserrat,11.0,57.2,32.2,72.4,22.81012724864574,61.038551989972184,26.086011577088595,12.418276330027608,13.667735247060987
2026-05-09_Guayaquil City FC - CD Cuenca,66,CD Cuenca,Y. Erique,67.7,81.6,86.6,49.7,left_foot,right,Guayaquil City FC,J. Quiñónez,9.8,48.5,26.9,28.9,22.085487716192638,47.75330156742865,26.010959228755866,12.30815855333058,13.702800675425285
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,47,Mushuc Runa SC,K. Velasco,76.4,83.8,91.2,42.5,left_foot,right,CD Técnico Universitario,J. Majao,10.7,55.7,15.4,80.0,21.70638200983939,56.54627664480639,24.750353532828576,11.038869013900879,13.711484518927698
2026-03-13_CD Cuenca - Leones FC,57,CD Cuenca,Y. Erique,68.0,81.4,90.1,47.5,left_foot,right,Leones FC,B. Kreiman,11.9,51.6,0.0,73.8,22.481694428906543,55.78064192819272,25.18829093050975,11.377610641892906,13.810680288616846
2026-04-10_Delfín SC - Liga Deportiva Universitaria de Quito,65,Delfín SC,L. Castillo,88.8,86.3,89.4,38.0,left_foot,right,Liga Deportiva Universitaria de Quito,L. Quiñónez,11.9,61.8,36.3,72.6,23.695594234407828,66.88689787766769,26.683328128252665,12.845721986739994,13.837606141512671
2026-04-04_CD Universidad Católica del Ecuador - Guayaquil City FC,14,CD Universidad Católica del Ecuador,M. Alonso,79.9,3.1,86.0,26.4,right_foot,left,Guayaquil City FC,E. Ladines,13.2,71.1,15.2,95.4,23.370558607616218,73.48397575683911,24.382165613415076,10.446224332272068,13.935941281143007
2026-04-10_Barcelona SC - Leones FC,62,Barcelona SC,T. Martínez,89.5,94.1,91.4,53.6,left_foot,right,Leones FC,J. Anangonó,5.9,48.4,24.7,65.4,17.20735091103528,48.11316642837096,25.346400138875737,11.310988379584867,14.03541175929087
2026-04-25_CS Emelec - Liga Deportiva Universitaria de Quito,7,Liga Deportiva Universitaria de Quito,Jeison Medina,83.8,87.3,87.5,56.3,right_foot,right,CS Emelec,A. Leguizamón,7.3,53.9,31.7,50.7,17.84940372590025,53.24928906107727,24.608941464435237,10.569453330143038,14.039488134292199
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,55,CSD Independiente del Valle,M. Perelló,72.2,8.2,89.3,42.3,right_foot,left,Liga Deportiva Universitaria de Quito,L. Segovia,8.0,57.3,25.7,76.9,19.53274973022175,61.031314487557985,26.40927867246662,12.121345805849694,14.287932866616925
2026-03-06_Delfín SC - Guayaquil City FC,86,Guayaquil City FC,M. Julio,82.7,89.0,90.8,47.0,right_foot,right,Delfín SC,A. Bedoya,4.8,53.1,6.7,80.3,17.504204534861326,55.29497113372639,27.266279540854118,12.892428442364269,14.37385109848985
2026-04-10_Barcelona SC - Leones FC,31,Barcelona SC,H. Villalba,85.0,83.3,90.9,38.6,right_foot,right,Leones FC,N. Monserrat,9.4,47.3,35.2,56.9,22.332545710628274,48.5128410507187,27.528167392690712,12.989292589352132,14.53887480333858
2026-04-17_Leones FC - SD Aucas,15,Leones FC,J. Mairongo,93.9,12.2,89.8,44.5,right_foot,left,SD Aucas,S. Morales,10.0,62.1,34.4,75.2,21.25506749747276,68.87339012914332,27.694223224347706,13.136032818710671,14.558190405637035
2026-05-02_Liga Deportiva Universitaria de Quito - Guayaquil City FC,75,Guayaquil City FC,J. Ayoví,72.0,19.2,92.4,60.6,other,left,Liga Deportiva Universitaria de Quito,G. Allala,12.9,45.4,0.0,27.4,20.370492355450637,44.18206712056791,22.145202640752693,7.569122573432679,14.576080067320014
2026-02-28_CS Emelec - Delfín SC,94,CS Emelec,S. Valencia,91.2,83.8,92.4,45.8,left_foot,right,Delfín SC,M. Burdisso,6.8,47.7,29.0,30.3,20.406193289604694,46.99226447686329,28.20638225650358,13.624587531547272,14.581794724956309
2026-04-25_CSD Independiente del Valle - Leones FC,42,CSD Independiente del Valle,D. Reasco,80.2,17.4,89.5,52.8,right_foot,left,Leones FC,R. Arroyo,14.6,45.5,25.7,18.3,25.66367272023485,35.75480209558965,29.37771264070775,14.743599840493252,14.634112800214497
2026-02-28_Leones FC - Libertad Fútbol Club,67,Libertad Fútbol Club,V. Branda,78.1,90.9,87.9,69.3,left_foot,right,Leones FC,J. Morán,9.0,40.6,33.4,53.0,20.85151099150786,35.99382755614133,27.3700566312896,12.71515384745283,14.65490278383677
2026-07-06_CD Universidad Católica del Ecuador - Mushuc Runa SC,32,CD Universidad Católica del Ecuador,D. Palacios,71.1,94.8,90.0,55.0,left_foot,right,Mushuc Runa SC,J. Flor,13.2,46.4,2.7,67.5,21.902882228274873,48.25121891137575,23.56819891294199,8.897593525052594,14.670605387889397
2026-04-12_SD Aucas - CS Emelec,67,SD Aucas,S. Morales,92.9,75.4,93.0,54.2,left_foot,right,CS Emelec,S. Quintero,5.3,44.2,34.2,38.3,19.901400879850172,41.88887951203828,29.49610143730863,14.783172378213202,14.71292905909543
2026-02-28_Guayaquil City FC - SD Aucas,37,SD Aucas,R. Quiñónez,96.2,74.1,89.7,46.7,left_foot,right,Guayaquil City FC,S. Laurino,10.7,55.4,36.4,50.7,22.068436098972942,56.067484545233924,26.126232028365667,11.388014530837115,14.738217497528552
2026-03-21_CD Cuenca - CSD Macará,0,CSD Macará,M. Viera,83.0,8.0,91.0,51.5,right_foot,left,CD Cuenca,A. López,10.6,37.9,14.2,8.8,21.6895201610581,28.46048271289234,29.321834867552198,14.563033475760411,14.758801391791787
2026-03-15_Guayaquil City FC - Barcelona SC,80,Barcelona SC,M. Céliz,85.2,11.3,95.6,46.6,left_foot,left,Guayaquil City FC,J. Quiñónez,10.6,51.6,33.3,67.0,23.20394365077388,52.79857947194661,27.43082208028042,12.660805199609344,14.770016880671077
2026-03-07_Barcelona SC - CS Emelec,20,Barcelona SC,J. Rojas,72.2,80.4,88.1,44.6,left_foot,right,CS Emelec,S. Valencia,9.5,52.1,20.8,26.5,21.841091235053206,47.479188070531535,27.983030572116384,13.177800869622562,14.805229702493822
2026-03-14_Delfín SC - Manta FC,93,Delfín SC,J. Valverde,75.1,22.1,87.3,51.7,right_foot,left,Manta FC,J. Alman,11.9,41.0,36.6,27.9,24.480131050646225,37.173834792929114,27.958898404622456,13.149115462388833,14.809782942233623
2026-05-16_Barcelona SC - SD Aucas,46,SD Aucas,A. Preciado,74.8,85.9,84.9,48.9,right_foot,right,Barcelona SC,Á. Rangel,14.4,51.3,41.2,43.1,27.45589675518913,53.07096218876971,28.026416110519733,13.175460035847328,14.850956074672405
2026-05-02_Barcelona SC - Manta FC,81,Barcelona SC,M. Céliz,68.1,23.1,87.6,45.4,right_foot,left,Manta FC,O. Moscarelli,14.7,55.5,26.0,83.3,27.421636554449208,63.72929632758381,30.008832033253142,15.151282278100513,14.857549755152629
2026-05-31_Mushuc Runa SC - SD Aucas,95,Mushuc Runa SC,T. Minda,92.9,18.6,94.2,31.3,right_foot,left,SD Aucas,S. Tapiero,4.3,67.1,17.9,45.8,14.695877177697497,67.6970259843635,25.271525478292755,10.413006401600686,14.858519076692069
2026-06-01_CD Técnico Universitario - Barcelona SC,74,Barcelona SC,H. Villalba,81.6,88.1,91.3,45.8,right_foot,right,CD Técnico Universitario,Y. Arce,7.8,54.4,35.2,47.4,21.097890435533085,56.07224993186627,28.280028288528992,13.402623245845158,14.877405042683835
2026-07-06_CD Universidad Católica del Ecuador - Mushuc Runa SC,63,CD Universidad Católica del Ecuador,G. Anangonó,66.0,14.6,85.9,45.8,right_foot,left,Mushuc Runa SC,J. Quiñones,10.5,54.6,56.6,70.2,44.18355945945376,55.71238507092396,48.66795660390931,33.701922473422364,14.966034130486946
2026-02-28_Guayaquil City FC - SD Aucas,76,SD Aucas,A. Zova,72.7,4.2,88.8,62.6,left_foot,left,Guayaquil City FC,Y. Rodríguez,11.2,41.6,38.2,33.6,23.177723127293014,36.27026969467768,28.16025568065745,13.109991473740976,15.050264206916474
2026-05-15_Libertad Fútbol Club - CD Cuenca,81,Libertad Fútbol Club,H. Batalla,85.6,5.6,90.1,41.3,left_foot,left,CD Cuenca,G. Rivero,6.6,46.9,27.1,31.2,17.20735091103528,48.534532100660634,25.821309029559288,10.732548091573179,15.088760937986109
2026-05-02_Liga Deportiva Universitaria de Quito - Guayaquil City FC,62,Liga Deportiva Universitaria de Quito,J. Quintero,74.4,12.5,91.0,56.4,other,left,Guayaquil City FC,Y. Rodríguez,12.4,44.8,28.8,66.4,24.37331477599177,45.27555338394706,27.120471972294293,11.982755014852232,15.137716957442061
2026-03-18_Manta FC - Guayaquil City FC,96,Manta FC,F. Asagidigbi,71.0,11.4,86.8,45.7,right_foot,left,Guayaquil City FC,J. Humanante,8.8,52.7,37.4,54.8,22.269175760022794,53.30784533615955,28.676994263695068,13.482884394931096,15.194109868763972
2026-03-06_Delfín SC - Guayaquil City FC,17,Delfín SC,E. Rubio,71.2,3.5,88.5,52.3,right_foot,left,Guayaquil City FC,J. Ayoví,8.2,36.1,34.1,43.0,19.40323143749264,33.35419755872232,26.80335799857921,11.534809304386002,15.268548694193207
2026-05-09_SD Aucas - CD Universidad Católica del Ecuador,5,CD Universidad Católica del Ecuador,M. Alonso,76.2,91.7,85.8,49.6,right_foot,right,SD Aucas,L. Gustavino,13.8,45.7,40.0,59.3,27.474817933098173,41.770284694041365,29.519485090360227,14.228257373595298,15.29122771676493
2026-02-23_Libertad Fútbol Club - Manta FC,91,Libertad Fútbol Club,E. Patta,74.2,11.1,91.3,54.2,right_foot,left,Manta FC,D. Quintero,10.1,40.7,36.1,48.5,21.53551426250376,37.70908324460134,27.14479692316743,11.820176372865653,15.324620550301777
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,51,Barcelona SC,M. Céliz,74.4,18.4,87.3,53.4,right_foot,left,Liga Deportiva Universitaria de Quito,Richard Mina,10.2,43.0,28.7,64.5,21.90621412834571,48.720321554552186,28.36370920736567,13.029103112116163,15.334606095249507
2026-05-16_Barcelona SC - SD Aucas,2,Barcelona SC,J. Wila,93.5,75.4,89.0,32.5,left_foot,right,SD Aucas,R. Quiñónez,12.8,70.0,31.3,47.8,25.93136089109618,73.22403978061827,28.897923800854624,13.521356121307482,15.376567679547142
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,67,Liga Deportiva Universitaria de Quito,F. Cornejo,72.1,22.9,88.2,55.2,right_foot,left,CD Técnico Universitario,J. Anaya,8.9,45.7,0.0,18.7,21.433942095102307,42.1789565611683,28.429034454233584,13.019118685284246,15.409915768949338
2026-03-19_Orense SC - Mushuc Runa SC,55,Mushuc Runa SC,K. Velasco,76.5,7.3,90.1,55.7,right_foot,left,Orense SC,S. Callegari,12.5,50.7,38.9,59.9,24.785250682625634,53.07096218876971,27.95711000801048,12.511948131107692,15.44516187690279
2026-05-16_CSD Macará - CSD Independiente del Valle,68,CSD Macará,D. Bolaños,77.0,8.8,85.9,43.9,left_foot,left,CSD Independiente del Valle,M. Carabajal,13.3,61.2,36.7,77.5,24.203024969269133,68.40178623775124,28.5175384631984,13.066815927943933,15.450722535254465
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,25,Mushuc Runa SC,C. Orejuela,78.6,14.9,94.2,57.5,right_foot,left,CD Técnico Universitario,Y. Arce,4.1,38.9,0.0,12.6,13.244520637567758,32.53712473869442,26.617663308412325,11.140396729104271,15.477266579308054
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,3,CD Técnico Universitario,L. Estupiñán,86.6,90.0,91.0,26.9,right_foot,right,CSD Independiente del Valle,G. Cortéz,9.0,73.1,7.6,100.0,19.83792925342524,76.81336632863226,26.936406590337924,11.456430508359505,15.47997608197842
2026-04-25_CSD Independiente del Valle - Leones FC,21,Leones FC,S. Portocarrero,91.6,17.2,88.5,50.1,right_foot,left,CSD Independiente del Valle,A. Velasco,11.0,52.2,38.9,57.9,23.87662830776188,53.13406175986473,28.476305940202284,12.910461957168542,15.565843983033743
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,93,Mushuc Runa SC,M. Gamboa,97.9,7.6,91.6,59.9,right_foot,left,CD Técnico Universitario,E. Mesa,8.1,44.4,33.5,32.9,19.95521264026206,41.2646524468174,27.882073093656434,12.262808447703874,15.61926464595256
2026-05-08_Orense SC - Leones FC,58,Orense SC,R. Jaramillo,77.5,80.5,88.2,63.8,left_foot,right,Leones FC,A. Aguas,10.2,34.2,36.6,23.1,21.9699669260891,28.853811210495145,28.638610301479368,12.927252454186029,15.711357847293339
2026-07-06_CD Universidad Católica del Ecuador - Mushuc Runa SC,12,Mushuc Runa SC,T. Minda,86.0,87.1,91.5,57.5,right_foot,right,CD Universidad Católica del Ecuador,L. Cangá,8.4,38.9,0.0,65.4,19.828964187522242,35.22335628989398,27.79946042641836,12.00578741152483,15.79367301489353
2026-03-21_CD Cuenca - CSD Macará,69,CSD Macará,L. Ayala,87.0,89.4,90.8,47.2,left_foot,right,CD Cuenca,C. Arboleda,11.5,62.0,14.2,91.1,23.695594234407828,67.55189438929845,29.224989307098124,13.39985261263142,15.825136694466703
2026-05-18_Guayaquil City FC - Orense SC,51,Guayaquil City FC,D. Díaz,77.5,10.0,91.3,51.3,right_foot,left,Orense SC,A. Lorenzo,7.3,49.6,21.8,69.3,15.772734611977878,48.11316642837096,24.460989350392182,8.602203547622613,15.85878580276957
2026-04-25_CSD Independiente del Valle - Leones FC,50,CSD Independiente del Valle,J. Espinoza,67.6,22.2,85.1,50.4,right_foot,left,Leones FC,R. Arroyo,10.4,32.5,11.4,0.0,20.986393170767638,19.691867809303247,32.515380975778214,16.616858023719107,15.898522952059107
2026-04-26_Guayaquil City FC - CD Técnico Universitario,66,CD Técnico Universitario,E. Mesa,94.2,13.7,92.6,42.5,right_foot,left,Guayaquil City FC,J. Quiñónez,6.2,54.5,11.1,80.4,16.51172761856742,56.07224993186627,26.359438537267827,10.430901031444005,15.928537505823822
2026-02-22_CSD Independiente del Valle - Guayaquil City FC,76,CSD Independiente del Valle,P. Mercado,84.5,4.7,89.0,43.5,right_foot,left,Guayaquil City FC,E. Ladines,11.7,59.4,20.8,32.2,24.1387191145439,62.18521025932261,28.681875810344064,12.746730145380647,15.935145664963416
2026-03-14_CSD Independiente del Valle - SD Aucas,97,CSD Independiente del Valle,J. Viacava,74.3,94.4,89.2,57.5,left_foot,right,SD Aucas,J. Ontaneda,12.0,45.5,21.9,73.5,23.293312846714624,37.808845074183516,29.698653168115218,13.663556606779975,16.035096561335244
2026-05-25_SD Aucas - Manta FC,41,SD Aucas,P. Guzmán,96.2,12.8,92.8,39.2,left_foot,left,Manta FC,O. Moscarelli,7.6,62.3,36.9,71.4,18.608040360452232,71.91776650805112,30.680612770934026,14.6177421368943,16.062870634039726
2026-05-09_CD Técnico Universitario - Delfín SC,28,CD Técnico Universitario,B. Delgado,77.6,4.4,89.2,56.4,right_foot,left,Delfín SC,E. Rubio,8.4,41.2,38.0,40.3,20.73274400013166,35.62939251592619,29.613679271579883,13.53248840067497,16.081190870904912
