match,minute,crossing_team,crosser,cross_x,cross_y,cross_end_x,cross_end_y,body_part,wide_channel,clearing_team,clearing_player,clr_start_x,clr_start_y,landing_x,landing_y,pred_landing_x,pred_landing_y,actual_distance,predicted_distance,gap
2026-04-05_Manta FC - CD Técnico Universitario,16,CD Técnico Universitario,M. Perea,68.2,92.1,82.9,51.3,left_foot,right,Manta FC,M. Ortíz,14.4,53.6,23.5,38.9,27.474817933098173,56.383467028142356,17.28872464931986,13.367817797996096,3.920906851323764
2026-05-08_Orense SC - Leones FC,1,Leones FC,A. Aguas,86.6,7.6,87.9,47.0,right_foot,left,Orense SC,A. Lorenzo,10.2,44.2,24.5,51.2,21.6895201610581,40.773728345257055,15.921369287847073,11.98951254152793,3.931856746319143
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,68,CS Emelec,J. Ruíz,84.3,14.1,90.2,62.2,right_foot,left,CD Universidad Católica del Ecuador,G. Anangonó,11.4,47.9,27.4,54.6,24.785250682625634,47.909362539235076,17.346181135915767,13.385253957018183,3.9609271788975846
2026-04-05_Manta FC - CD Técnico Universitario,98,Manta FC,F. Asagidigbi,95.2,89.9,96.1,56.6,right_foot,right,CD Técnico Universitario,E. Mesa,7.2,42.7,0.0,31.6,16.419322703806454,41.80905002768615,13.230646242719969,9.262273099519751,3.9683731432002176
2026-04-12_Guayaquil City FC - CSD Macará,85,CSD Macará,J. Zambrano,83.8,77.9,83.5,65.8,right_foot,right,Guayaquil City FC,R. Arias,12.9,54.3,23.9,42.1,25.228375562761705,55.99928243577916,16.426807358704853,12.444934905938542,3.9818724527663107
2026-03-15_Mushuc Runa SC - CSD Macará,75,CSD Macará,M. Miranda,74.4,75.6,91.2,49.7,left_foot,right,Mushuc Runa SC,J. Flor,7.1,51.6,3.9,62.9,14.15547525089494,54.651002801442075,11.744360348695025,7.686894633751552,4.057465714943473
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,88,CD Universidad Católica del Ecuador,M. Díaz,70.5,18.2,88.8,50.6,right_foot,left,CS Emelec,E. Segura,12.5,53.3,22.0,39.8,24.93160546923514,53.756205990162094,16.507574019219177,12.439973410268081,4.067600608951096
2026-05-09_Guayaquil City FC - CD Cuenca,94,CD Cuenca,D. González,74.0,17.2,88.4,54.0,right_foot,left,Guayaquil City FC,J. Quiñónez,9.3,46.7,22.8,36.6,22.085487716192638,47.11224789616784,16.86001186239203,12.792132131462981,4.06787973092905
2026-05-10_Manta FC - CSD Macará,59,CSD Macará,L. Ayala,80.4,94.4,87.5,55.5,left_foot,right,Manta FC,D. Quintero,12.2,44.8,28.0,46.3,23.930189895855698,43.848452385894305,15.871042813879622,11.76872116479719,4.102321649082432
2026-03-15_Guayaquil City FC - Barcelona SC,36,Guayaquil City FC,S. Laurino,90.1,91.2,90.3,48.8,left_foot,right,Barcelona SC,Á. Rangel,8.5,49.9,15.9,36.1,19.88785586869604,48.270844545359004,15.658863304850705,11.50379975406306,4.155063550787645
2026-05-16_CD Universidad Católica del Ecuador - Delfín SC,80,CD Universidad Católica del Ecuador,Eric Valencia,96.4,82.4,88.9,39.5,left_foot,right,Delfín SC,E. Zúñiga,10.7,54.0,21.7,41.5,23.059623374306906,55.71238507092396,16.650825805346713,12.477682180029946,4.173143625316767
2026-03-19_Orense SC - Mushuc Runa SC,67,Mushuc Runa SC,K. Velasco,78.0,16.8,86.6,38.6,right_foot,left,Orense SC,S. Mina,13.1,52.7,29.1,50.0,24.785250682625634,55.21297400195161,16.22621335986927,11.952410712918441,4.273802646950829
2026-03-19_Orense SC - Mushuc Runa SC,51,Mushuc Runa SC,N. Dibble,76.2,7.0,94.4,33.0,right_foot,left,Orense SC,S. Mina,13.1,67.1,29.0,66.0,23.47981306536375,72.39432366360265,15.93800489396336,11.65205485426837,4.28595003969499
2026-03-18_Manta FC - Guayaquil City FC,97,Manta FC,J. Chalá,84.7,88.3,89.3,50.4,left_foot,right,Guayaquil City FC,Y. Rodríguez,12.2,38.5,24.8,48.5,23.587300045893258,35.72007016644625,16.086018774078315,11.721715412629791,4.364303361448524
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,67,CSD Independiente del Valle,A. Rodríguez,91.5,84.8,90.6,51.0,left_foot,right,CD Técnico Universitario,Y. Arce,6.2,50.6,0.0,63.3,15.609984868658914,53.15844433288892,14.132586458253135,9.751587185319174,4.380999272933961
2026-03-08_SD Aucas - CD Cuenca,54,CD Cuenca,M. Díaz,79.8,89.8,87.0,46.8,left_foot,right,SD Aucas,R. Quiñónez,14.4,60.3,34.9,64.0,29.38348768802153,67.03761681246114,20.831226560142827,16.428645215252892,4.402581344889935
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,68,Liga Deportiva Universitaria de Quito,L. Quiñónez,80.7,92.1,92.8,38.9,left_foot,right,CD Técnico Universitario,José  Caicedo,8.6,59.4,14.1,75.3,20.385547249967306,63.27453576888594,16.82438706164358,12.406093317623744,4.418293744019836
2026-03-01_CD Cuenca - Barcelona SC,55,Barcelona SC,L. Cano,86.0,7.5,90.8,54.1,right_foot,left,CD Cuenca,P. Boolsen,7.8,48.1,21.8,38.3,20.426029907846928,47.84792487684995,17.089177862027185,12.628545961493595,4.46063190053359
2026-04-10_Barcelona SC - Leones FC,79,Barcelona SC,L. Cano,78.8,82.8,92.9,53.6,right_foot,right,Leones FC,N. Monserrat,11.8,43.1,22.3,30.4,23.695594234407828,41.47479676502021,16.478470802838473,12.006100438721374,4.472370364117099
2026-05-23_Mushuc Runa SC - Guayaquil City FC,41,Mushuc Runa SC,C. Orejuela,86.6,85.5,96.8,46.6,left_foot,right,Guayaquil City FC,P. Mancilla,7.6,60.2,0.0,76.6,18.99763037623362,67.50389319780088,18.075397644311998,13.537091047862729,4.538306596449269
2026-02-22_Delfín SC - CD Cuenca,17,CD Cuenca,D. González,81.9,81.8,89.3,40.1,left_foot,right,Delfín SC,M. Burdisso,9.0,58.4,25.0,63.4,21.123596524963038,59.944870670577124,16.76305461424021,12.22162910944794,4.5414255047922705
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,50,Orense SC,R. Jaramillo,78.5,88.7,91.0,54.4,left_foot,right,Liga Deportiva Universitaria de Quito,L. Segovia,8.8,45.6,23.9,37.8,21.067145309736162,43.68643586027218,16.995587662684688,12.415497644759721,4.580090017924967
2026-03-08_SD Aucas - CD Cuenca,45,CD Cuenca,M. Díaz,90.4,92.5,88.2,54.1,left_foot,right,SD Aucas,J. Ontaneda,8.1,50.9,26.3,57.8,20.14973235249083,42.24262351812471,19.464069461446137,14.837325140185868,4.626744321260269
2026-03-17_Leones FC - Liga Deportiva Universitaria de Quito,77,Liga Deportiva Universitaria de Quito,L. Quiñónez,78.5,88.3,94.2,51.0,left_foot,right,Leones FC,N. Monserrat,11.7,48.5,29.4,47.2,24.785250682625634,47.909362539235076,17.747675904185314,13.098573893260802,4.649102010924512
2026-03-23_SD Aucas - Orense SC,87,Orense SC,B. Viñán,79.2,71.4,87.7,50.7,left_foot,right,SD Aucas,S. Morales,12.1,45.4,28.8,44.3,23.930189895855698,43.49756230744342,16.73618833546038,11.982181026260045,4.754007309200334
2026-05-24_Delfín SC - Barcelona SC,9,Barcelona SC,M. Mejía,82.3,13.7,87.3,23.9,right_foot,left,Delfín SC,M. Burdisso,11.1,76.3,21.2,90.8,20.416363560430614,85.22631628132413,17.670880000724356,12.90247078447968,4.768409216244676
2026-03-07_Barcelona SC - CS Emelec,94,CS Emelec,Ariel Mina,83.3,85.2,85.5,53.4,left_foot,right,Barcelona SC,M. Céliz,12.7,55.6,22.8,68.3,23.93754686877542,57.737030863315326,16.226521500309296,11.438940533925619,4.787580966383677
2026-03-02_Manta FC - CSD Independiente del Valle,90,Manta FC,A. Medina,87.6,7.4,90.0,29.4,right_foot,left,CSD Independiente del Valle,J. Méndez,16.7,69.7,32.2,73.3,26.829431893310907,74.14998124422164,15.912573644762812,11.063802400402338,4.848771244360474
2026-05-31_CS Emelec - CD Universidad Católica del Ecuador,92,CD Universidad Católica del Ecuador,G. Anangonó,72.8,3.5,82.1,30.9,left_foot,left,CS Emelec,S. Quintero,17.8,68.1,29.6,79.7,28.528758677279782,72.74068374014723,16.54690303349845,11.689405816010204,4.857497217488245
2026-04-22_Barcelona SC - Mushuc Runa SC,30,Barcelona SC,J. Gómez,87.3,23.4,91.8,58.8,left_foot,left,Mushuc Runa SC,K. Peralta,14.4,36.4,27.2,46.5,25.770694875342222,37.16190236998093,16.304907236779975,11.396192222383599,4.9087150143963765
2026-04-26_Orense SC - Barcelona SC,69,Barcelona SC,J. Wila,87.3,90.9,87.3,46.6,right_foot,right,Orense SC,Ó. Quiñónez,10.5,52.4,27.1,46.1,23.059623374306906,55.05691303014518,17.755280904564703,12.837574776965921,4.917706127598782
2026-05-09_SD Aucas - CD Universidad Católica del Ecuador,57,SD Aucas,A. Zova,87.5,6.1,93.2,39.8,right_foot,left,CD Universidad Católica del Ecuador,J. Chancellor,8.8,47.5,26.4,46.4,21.433942095102307,48.87270591166101,17.634341496069535,12.70829706854176,4.926044427527774
2026-07-04_Barcelona SC - CD Cuenca,63,CD Cuenca,L. Mancinelli,72.5,93.6,86.0,58.2,right_foot,right,Barcelona SC,Á. Rangel,15.0,46.6,29.3,57.0,27.59796120746611,48.50553256449861,17.681911661356075,12.741259001338353,4.940652660017722
2026-04-25_CSD Independiente del Valle - Leones FC,96,CSD Independiente del Valle,D. Romero,65.9,14.4,88.2,59.4,right_foot,left,Leones FC,J. Morán,13.9,51.8,30.4,41.6,28.30789976049124,51.95006023726204,19.39819579239265,14.40868118819938,4.989514604193269
2026-03-08_CSD Macará - CD Técnico Universitario,58,CSD Macará,L. Ayala,83.0,90.6,88.6,51.8,left_foot,right,CD Técnico Universitario,J. Majao,13.6,45.1,25.7,29.3,26.73554344777645,38.091034452751444,19.901004999748128,14.888522415301665,5.012482584446463
2026-04-27_SD Aucas - Delfín SC,31,SD Aucas,L. Arroyo,92.6,12.1,93.0,69.0,right_foot,left,Delfín SC,E. Rubio,9.6,40.7,0.0,26.4,20.571064226476857,35.477146851601205,17.22353041626484,12.15082076533184,5.072709650933
2026-05-09_CD Técnico Universitario - Delfín SC,72,CD Técnico Universitario,L. Estupiñán,84.6,77.5,88.6,62.8,left_foot,right,Delfín SC,A. Bedoya,9.7,41.6,0.0,27.3,20.85151099150786,36.63832703507451,17.27946758439044,12.205506790158003,5.073960794232436
2026-05-24_CS Emelec - CSD Macará,73,CSD Macará,F. Posse,78.2,8.9,89.1,65.2,left_foot,left,CS Emelec,R. Caicedo,13.8,47.5,25.7,62.9,28.09547389513896,48.83184572790491,19.46201428424098,14.357380921656219,5.10463336258476
2026-03-08_CD Universidad Católica del Ecuador - Leones FC,4,CD Universidad Católica del Ecuador,M. Alonso,81.3,9.6,86.9,59.9,right_foot,left,Leones FC,R. Arroyo,13.4,43.0,30.8,31.5,25.646810871453557,33.10989436577658,20.856893344887197,15.741618912210104,5.115274432677094
2026-03-19_Orense SC - Mushuc Runa SC,3,Orense SC,P. Velasco,83.3,25.2,87.5,43.2,right_foot,left,Mushuc Runa SC,J. González,12.2,48.5,25.5,38.6,23.394323514006533,46.108502321196575,16.58010856418015,11.446927102238476,5.133181461941675
2026-03-02_Manta FC - CSD Independiente del Valle,52,CSD Independiente del Valle,D. Romero,79.1,9.8,91.2,47.9,right_foot,left,Manta FC,M. Ortíz,12.2,62.4,24.6,75.7,23.695594234407828,68.48897399743267,18.183783984638627,13.00862372211456,5.1751602625240665
2026-02-28_CS Emelec - Delfín SC,84,CS Emelec,M. Bolaños,67.9,12.2,88.9,36.1,right_foot,left,Delfín SC,A. Bedoya,8.4,51.6,25.4,58.8,21.57604269093761,53.289280725937694,18.461852561430554,13.283891386353433,5.177961175077121
2026-04-25_CS Emelec - Liga Deportiva Universitaria de Quito,19,CS Emelec,J. Cevallos,71.9,3.8,87.9,44.8,right_foot,left,Liga Deportiva Universitaria de Quito,D. de la Cruz,10.5,75.3,11.5,92.0,19.317752639000933,82.70557014102324,16.729913329123978,11.515000248207683,5.214913080916295
2026-07-04_Libertad Fútbol Club - Leones FC,30,Leones FC,R. Arroyo,81.3,7.0,87.3,36.2,right_foot,left,Libertad Fútbol Club,E. Patta,12.2,64.5,27.5,73.0,23.256915293853453,69.85114359894581,17.502571239677902,12.28373370079265,5.218837538885252
2026-05-02_CD Cuenca - CD Técnico Universitario,12,CD Técnico Universitario,J. Bocanegra,91.9,93.6,89.6,50.1,left_foot,right,CD Cuenca,C. Arboleda,13.8,62.0,27.0,75.4,26.35114571113133,67.09314845004386,18.809572031282375,13.545162228494515,5.26440980278786
2026-03-07_CSD Independiente del Valle - Mushuc Runa SC,94,CSD Independiente del Valle,A. Rodríguez,90.5,82.6,84.4,37.1,right_foot,right,Mushuc Runa SC,J. Hernández,12.7,48.1,24.5,36.7,23.709820239942218,46.53978341808409,16.407315441594946,11.119820929238324,5.287494512356622
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,75,CD Técnico Universitario,José  Caicedo,80.4,95.4,90.7,41.5,left_foot,right,Liga Deportiva Universitaria de Quito,L. Quiñónez,11.6,53.7,23.1,68.7,24.785250682625634,56.79320503770459,18.9010581714358,13.543217969484239,5.357840201951561
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,82,CSD Independiente del Valle,E. Pata,73.1,88.9,86.3,50.7,right_foot,right,Liga Deportiva Universitaria de Quito,L. Segovia,10.9,42.5,26.3,32.2,23.03340285082604,37.466451170262694,18.527007313648905,13.136060237444987,5.390947076203918
2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador,45,CD Universidad Católica del Ecuador,L. Cangá,75.5,10.6,89.9,53.4,right_foot,left,Mushuc Runa SC,K. Peralta,9.6,36.7,25.2,35.5,19.772879578021172,35.488341074543584,15.646085772486357,10.244783856214752,5.4013019162716045
2026-05-02_Barcelona SC - Manta FC,87,Barcelona SC,J. Perlaza,92.3,88.3,95.3,56.4,left_foot,right,Manta FC,A. Medina,4.3,41.9,8.8,57.7,14.719185768141566,38.648600328816464,16.428329190760703,10.914716299236375,5.513612891524328
2026-03-17_CD Universidad Católica del Ecuador - CD Cuenca,60,CD Universidad Católica del Ecuador,E. Clavijo,83.3,12.5,85.7,54.3,right_foot,left,CD Cuenca,P. Boolsen,14.8,64.8,0.0,74.4,25.89296975179176,69.59197946061431,17.640861656959963,12.08375128282258,5.557110374137382
2026-03-22_Barcelona SC - CD Universidad Católica del Ecuador,53,Barcelona SC,B. Carabalí,77.5,18.0,88.8,52.6,right_foot,left,CD Universidad Católica del Ecuador,Eric Valencia,10.2,53.3,25.7,44.0,22.595458570358364,54.77722182710199,18.07595087402043,12.483171772267543,5.592779101752889
2026-04-26_CSD Macará - Libertad Fútbol Club,46,Libertad Fútbol Club,A. García,82.0,91.7,89.2,68.5,left_foot,right,CSD Macará,J. Jiménez,9.4,27.7,21.3,16.3,19.478928870502518,23.588141396698617,16.47938105633825,10.885411721666422,5.593969334671829
2026-07-04_Barcelona SC - CD Cuenca,58,CD Cuenca,D. González,81.2,89.5,95.6,50.5,right_foot,right,Barcelona SC,J. Báez,3.8,48.7,15.2,63.0,15.944583147246453,45.03958870892424,18.287974190707946,12.684222902496531,5.603751288211415
2026-07-04_Barcelona SC - CD Cuenca,2,Barcelona SC,B. Carabalí,80.0,9.7,86.6,66.1,right_foot,left,CD Cuenca,A. López,14.8,42.1,16.6,22.1,26.35114571113133,33.394819416753634,20.08083663595718,14.464063613892096,5.616773022065084
2026-03-17_CD Universidad Católica del Ecuador - CD Cuenca,41,CD Cuenca,M. Piedra,83.0,74.9,91.2,39.8,left_foot,right,CD Universidad Católica del Ecuador,J. Chancellor,10.3,58.8,28.4,59.6,21.6895201610581,63.933705995093185,18.117670931993434,12.493042333363183,5.624628598630251
2026-02-22_CSD Independiente del Valle - Guayaquil City FC,93,CSD Independiente del Valle,D. Romero,69.4,20.1,90.3,42.3,right_foot,left,Guayaquil City FC,J. Quiñónez,11.6,56.6,27.7,65.4,24.1387191145439,58.58449291268888,18.348024416813928,12.694789842842653,5.653234573971275
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,20,CSD Independiente del Valle,G. Cortéz,85.2,89.5,89.0,45.2,left_foot,right,CD Técnico Universitario,Y. Arce,10.0,53.4,27.6,46.1,23.19852956723869,55.62420593990099,19.053870997778905,13.384628302659912,5.669242695118992
2026-02-27_CD Técnico Universitario - Orense SC,12,CD Técnico Universitario,E. Mesa,70.1,12.1,82.5,49.1,right_foot,left,Orense SC,S. Mina,17.5,51.3,34.6,49.5,28.82850379851832,52.982783057746744,17.19447585708852,11.452805644578254,5.741670212510266
2026-05-10_CS Emelec - Libertad Fútbol Club,88,CS Emelec,R. Caicedo,77.2,12.5,85.4,42.7,right_foot,left,Libertad Fútbol Club,M. Lucas,10.7,58.8,22.6,45.7,21.81368348268681,63.17068883662172,17.69802248840248,11.942231008480592,5.755791479921887
2026-05-09_Guayaquil City FC - CD Cuenca,94,Guayaquil City FC,D. Díaz,79.1,11.3,88.6,38.9,right_foot,left,CD Cuenca,P. Boolsen,11.1,53.9,22.8,68.1,23.58706843107097,53.214199507317986,18.399184764548668,12.505886626625564,5.893298137923104
2026-05-17_Manta FC - CS Emelec,21,CS Emelec,I. Guerrico,76.1,93.6,87.1,47.8,left_foot,right,Manta FC,O. Moscarelli,10.8,45.2,22.7,58.5,22.4396942734647,43.177745671045265,17.846568297574745,11.814059224106805,6.03250907346794
2026-03-14_CSD Independiente del Valle - SD Aucas,98,CSD Independiente del Valle,D. Romero,80.1,12.0,99.8,73.0,left_foot,left,SD Aucas,S. Porozo,9.2,29.7,0.0,16.4,17.972910162739872,24.641740721206745,16.17188919081503,10.126694409085454,6.045194781729576
2026-02-22_CSD Independiente del Valle - Guayaquil City FC,45,CSD Independiente del Valle,P. Mercado,85.3,85.9,92.2,49.9,right_foot,right,Guayaquil City FC,J. Quiñónez,9.7,49.6,24.0,59.6,20.917034653743215,47.75330156742865,17.449641830135082,11.368032438559352,6.08160939157573
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,47,CSD Independiente del Valle,G. Cortéz,90.9,88.7,91.0,55.4,left_foot,right,CD Técnico Universitario,J. Majao,11.2,44.9,23.1,61.1,22.76981793457633,37.15608550302197,20.100995000248126,13.922244746295426,6.1787502539527
2026-05-24_Delfín SC - Barcelona SC,47,Barcelona SC,J. Perlaza,85.3,87.9,91.0,39.7,left_foot,right,Delfín SC,M. Burdisso,11.7,58.4,28.8,51.2,23.880590645030182,60.568758166274655,18.55397531527947,12.372158277583576,6.181817037695893
2026-03-18_Manta FC - Guayaquil City FC,97,Manta FC,A. Medina,76.0,15.8,88.4,42.7,right_foot,left,Guayaquil City FC,J. Quiñónez,8.5,46.4,15.2,63.9,21.010078062183645,45.32883118308178,18.738729946290384,12.555853445953662,6.182876500336722
2026-03-01_CD Cuenca - Barcelona SC,75,Barcelona SC,J. Mina,78.6,91.9,86.8,61.6,left_foot,right,CD Cuenca,É. Vega,10.3,32.8,25.9,20.3,21.81098735326087,25.24776001554916,19.990247622278215,13.767322129944867,6.2229254923333475
2026-04-10_Delfín SC - Liga Deportiva Universitaria de Quito,77,Liga Deportiva Universitaria de Quito,G. Villamíl,95.5,83.0,91.7,64.0,right_foot,right,Delfín SC,J. Valverde,11.6,38.9,26.2,27.4,23.565505086478225,36.038735809059,18.585209172887993,12.302851081960537,6.282358090927456
2026-06-01_CD Técnico Universitario - Barcelona SC,80,Barcelona SC,J. Wila,94.4,89.9,90.9,37.0,right_foot,right,CD Técnico Universitario,Y. Arce,7.1,57.3,24.4,59.7,17.875989600746617,60.20756520269427,17.46568063374571,11.161356874650942,6.304323759094768
2026-05-16_CD Universidad Católica del Ecuador - Delfín SC,73,CD Universidad Católica del Ecuador,G. Anangonó,71.8,4.7,86.5,46.0,right_foot,left,Delfín SC,A. Bedoya,12.1,49.3,28.5,59.0,24.785250682625634,48.02568428425175,19.053870997778905,12.749096651310518,6.3047743464683865
2026-05-30_Manta FC - Libertad Fútbol Club,75,Manta FC,J. Chalá,96.7,84.4,95.8,41.8,left_foot,right,Libertad Fútbol Club,R. Zambrano,7.7,61.7,9.3,80.9,19.53274973022175,66.94267387981438,19.266551326067674,12.942163481742563,6.324387844325111
2026-03-21_Delfín SC - Libertad Fútbol Club,89,Delfín SC,T. Ozaeta,75.4,87.6,92.2,33.6,left_foot,right,Libertad Fútbol Club,R. Zambrano,8.0,56.9,0.0,73.6,19.53274973022175,60.850282169372946,18.51728921845743,12.190530979313234,6.326758239144198
2026-04-08_CD Universidad Católica del Ecuador - CS Emelec,75,CD Universidad Católica del Ecuador,D. Palacios,61.7,84.2,83.3,52.8,left_foot,right,CS Emelec,S. Quintero,14.9,41.6,33.7,34.9,28.200274570297456,38.70418124311456,19.95820633223337,13.611872388397957,6.346333943835413
2026-03-13_CD Cuenca - Leones FC,72,Leones FC,M. de la Cruz,82.8,90.5,89.4,40.4,left_foot,right,CD Cuenca,J. Chacón,13.6,52.5,32.2,61.4,27.590604234546387,55.15449139399443,20.6196508214858,14.240201241853915,6.379449579631883
2026-03-13_CD Cuenca - Leones FC,76,CD Cuenca,J. Mejia,72.5,84.4,79.8,71.4,right_foot,right,Leones FC,J. Morán,10.3,34.5,27.0,26.7,21.9699669260891,31.52261626108723,18.431766057543157,12.043792674434231,6.3879733831089265
2026-04-12_Guayaquil City FC - CSD Macará,84,CSD Macará,J. Zambrano,72.3,87.0,89.6,48.9,right_foot,right,Guayaquil City FC,J. Quiñónez,9.3,41.5,27.8,36.6,20.995831267974832,36.70650471862111,19.137920472193418,12.640018435965173,6.497902036228245
2026-04-27_Manta FC - CD Universidad Católica del Ecuador,64,CD Universidad Católica del Ecuador,E. Mejía,77.0,9.8,88.1,59.6,left_foot,left,Manta FC,D. Quintero,4.5,47.2,5.4,65.1,15.74577051248892,48.998335146555036,17.922611416866676,11.388650654002008,6.533960762864668
2026-04-12_CD Cuenca - CSD Independiente del Valle,96,CD Cuenca,Y. Erique,70.2,85.7,89.4,44.8,left_foot,right,CSD Independiente del Valle,E. Gómez,10.6,55.2,29.3,58.8,22.958055803842527,53.3201129426285,19.043371550227132,12.500220742025272,6.54315080820186
2026-04-27_SD Aucas - Delfín SC,68,SD Aucas,A. Mena,96.2,89.7,89.2,46.6,left_foot,right,Delfín SC,E. Rubio,11.6,55.8,27.6,46.1,23.695594234407828,57.11084762961228,18.710692130437074,12.16641777153407,6.544274358903005
2026-07-05_CSD Macará - Liga Deportiva Universitaria de Quito,97,Liga Deportiva Universitaria de Quito,Y. Quiñónez,73.1,21.5,89.2,65.8,right_foot,left,CSD Macará,L. Espinoza,9.8,33.6,24.5,45.1,20.300091922857217,27.608596625191772,18.663868837944612,12.08920364573758,6.574665192207032
2026-04-10_Delfín SC - Liga Deportiva Universitaria de Quito,53,Liga Deportiva Universitaria de Quito,A. Alvarado,84.5,90.6,88.2,63.3,right_foot,right,Delfín SC,F. Ayunta,13.2,38.3,31.3,35.1,24.92327982990893,36.97368475878847,18.38069639594757,11.798067726938152,6.582628669009418
2026-04-05_Manta FC - CD Técnico Universitario,82,Manta FC,E. Beltramone,75.4,10.7,90.0,47.9,right_foot,left,CD Técnico Universitario,E. Mesa,10.0,47.3,20.5,63.6,22.625170710721566,49.07755568241206,19.38917223607032,12.749691748388942,6.639480487681377
2026-05-03_CSD Macará - Orense SC,48,CSD Macará,T. Chamba,97.8,80.8,94.8,44.2,left_foot,right,Orense SC,Ó. Quiñónez,9.0,49.3,0.0,66.4,21.477002635777122,47.171460797997646,19.323819498225507,12.657261706532344,6.6665577916931635
2026-05-30_Manta FC - Libertad Fútbol Club,55,Manta FC,I. Cuero,96.7,17.9,93.2,52.4,right_foot,left,Libertad Fútbol Club,M. Lucas,7.4,44.0,13.5,28.8,16.836163511801846,41.791849976806425,16.3783393541592,9.691083961373481,6.687255392785717
2026-03-19_Orense SC - Mushuc Runa SC,54,Mushuc Runa SC,K. Velasco,89.9,15.8,96.1,44.6,right_foot,left,Orense SC,S. Mina,6.9,53.0,24.8,54.3,17.885727132829317,55.41677789108749,17.947144619688114,11.248422823304232,6.698721796383882
2026-04-25_CSD Independiente del Valle - Leones FC,57,CSD Independiente del Valle,A. Rodríguez,72.4,73.5,89.0,45.1,right_foot,right,Leones FC,N. Monserrat,10.3,43.4,24.1,56.1,22.244871901606377,41.844996533861156,18.754466134763746,12.045663141790465,6.708802992973281
2026-05-16_CSD Macará - CSD Independiente del Valle,55,CSD Macará,J. Chalá,86.0,27.3,91.7,43.0,left_foot,left,CSD Independiente del Valle,J. Méndez,10.3,61.5,19.0,79.6,21.9699669260891,67.87532092822612,20.082330542046154,13.297851141966184,6.78447940007997
2026-03-23_Guayaquil City FC - Leones FC,77,Guayaquil City FC,E. Ladines,80.8,93.2,95.6,55.1,left_foot,right,Leones FC,N. Monserrat,10.2,49.3,30.5,47.6,23.69743263649148,47.75330156742865,20.371057900855323,13.585763276972848,6.785294623882475
2026-03-13_CD Técnico Universitario - Libertad Fútbol Club,94,Libertad Fútbol Club,V. Branda,79.7,93.2,91.5,35.2,left_foot,right,CD Técnico Universitario,K. Arce,14.0,45.2,33.7,47.2,26.73554344777645,42.56656470558888,19.801262586006988,13.004962451312648,6.79630013469434
2026-05-02_CD Cuenca - CD Técnico Universitario,65,CD Cuenca,J. Mejia,74.3,78.2,91.0,62.4,right_foot,right,CD Técnico Universitario,J. Anaya,12.8,49.4,27.0,39.4,23.248073964437527,48.190024879290405,17.367786272291585,10.517903277701953,6.849882994589633
2026-03-13_CD Cuenca - Leones FC,80,Leones FC,M. Caicedo,94.9,78.1,90.7,53.0,left_foot,right,CD Cuenca,P. Boolsen,11.5,43.1,27.5,32.4,23.695594234407828,41.2095552134992,19.248116791000623,12.341243868473287,6.906872922527336
2026-04-10_Delfín SC - Liga Deportiva Universitaria de Quito,53,Liga Deportiva Universitaria de Quito,G. Villamíl,80.6,18.8,91.4,43.1,right_foot,left,Delfín SC,E. Rubio,6.6,42.2,23.0,27.9,17.54289172201518,32.1714759761555,21.75890622251036,14.843118720018873,6.915787502491488
2026-05-11_Mushuc Runa SC - Liga Deportiva Universitaria de Quito,67,Liga Deportiva Universitaria de Quito,L. Quiñónez,92.8,89.9,90.8,51.2,left_foot,right,Mushuc Runa SC,F. Carabalí,6.0,50.1,19.0,42.4,13.86248960667282,52.38757488520104,15.109268678529746,8.18851278746273,6.9207558910670155
2026-03-18_Libertad Fútbol Club - Barcelona SC,27,Libertad Fútbol Club,E. Patta,78.1,11.9,90.7,38.8,right_foot,left,Barcelona SC,Á. Rangel,9.4,44.9,28.0,45.2,20.81301686084445,42.50827760453768,18.602419197512994,11.660930060800283,6.941489136712711
2026-03-14_Liga Deportiva Universitaria de Quito - CD Universidad Católica del Ecuador,31,CD Universidad Católica del Ecuador,E. Mejía,78.2,15.0,88.5,51.1,left_foot,left,Liga Deportiva Universitaria de Quito,R. Adé,11.8,48.7,29.6,40.0,24.66946438117742,48.59860773391142,19.812369873389706,12.8698637852161,6.942506088173605
2026-05-03_Delfín SC - Mushuc Runa SC,33,Delfín SC,L. Castillo,70.7,91.5,83.8,58.7,left_foot,right,Mushuc Runa SC,L. Lemos,14.3,50.7,29.5,39.1,26.199677065927286,53.07096218876971,19.120669444347392,12.13358050922857,6.9870889351188215
2026-05-18_Guayaquil City FC - Orense SC,78,Guayaquil City FC,J. Ordóñez,76.4,94.5,89.1,50.4,left_foot,right,Orense SC,A. Lorenzo,9.8,44.2,14.2,61.8,20.85151099150786,42.69091030831224,18.141664752717702,11.154068625079248,6.987596127638454
