match,team,opponent_team,player,period,minute,second,x,y,end_x,end_y,length,angle,body_part,phase,pull_back,outcome,shot_created,goal_created,cleared,pred_cross_completion,pred_cross_chance_creation,pred_cross_goal_contribution,pred_cross_defended,pred_cross_delivery_value,pred_cross_outcome_multiclass,oof_cross_completion,oof_cross_chance_creation,oof_cross_goal_contribution,oof_cross_defended,oof_cross_delivery_value,oof_cross_outcome_multiclass,is_headed_clearance,clr_start_x,clr_start_y,clr_landing_x,clr_landing_y,pred_clr_landing_x,pred_clr_landing_y,clr_landing_error,clr_distance_gained,wide_channel
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,S. Vasquez,2,62,34,98.2,7.8,91.2,46.6,27.4,1.84,right_foot,regular,0,0,0,0,1,0.42895034,0.41192752,0.0075956653,0.65420574,0.0563132,incomplete,0.5654850602149963,0.5331177711486816,0.028053738176822662,0.5168659090995789,0.10550189018249512,incomplete,1,8.5,53.6,29.3,51.9,22.295423691910475,54.76718524354911,7.568674948541181,20.8,left
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,B. Caicedo,2,78,38,88.6,92.4,93.2,59.2,23.1,4.92,left_foot,regular,0,1,0,0,0,0.6017502,0.39829138,0.0010772101,0.5215441,0.069600694,incomplete,0.5062230825424194,0.46985748410224915,0.0011555704986676574,0.6616526246070862,0.0698208212852478,incomplete,0,,,,,,,,,right
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,P. Velasco,2,81,2,82.6,4.1,87.3,83.8,54.4,1.48,right_foot,regular,0,1,0,0,0,0.8870194,0.037347462,0.0003328663,0.017664352,0.0012424863,complete_no_shot,0.8058748245239258,0.06330744922161102,0.0004493760643526912,0.023341478779911995,0.0019381550373509526,complete_no_shot,0,,,,,,,,,left
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,S. Vasquez,2,81,32,86.8,86.9,90.5,55.0,22.0,4.89,right_foot,regular,0,0,0,0,1,0.49187988,0.46946862,0.019473016,0.6208416,0.04020986,incomplete,0.4046337604522705,0.5120025277137756,0.021729882806539536,0.6190693974494934,0.07017077505588531,incomplete,1,9.4,44.2,11.6,86.0,20.523865917819805,42.09905894805595,44.79875007369617,2.1999999999999993,right
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,Ó. Quiñónez,2,81,38,98.7,5.2,98.2,8.8,2.5,1.78,right_foot,regular,0,0,0,0,1,0.005432923,0.0022522383,6.205138e-05,0.9373496,-0.010152957,incomplete,0.0044146631844341755,0.0015093395486474037,9.288692672271281e-05,0.9268772602081299,-0.007914692163467407,incomplete,0,,,,,,,,,left
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,S. Vasquez,2,82,27,61.3,87.7,87.8,48.1,38.7,5.51,right_foot,regular,0,0,0,0,1,0.13603128,0.057701696,0.0025650812,0.750161,-0.0012152994,incomplete,0.18473301827907562,0.11745552718639374,0.0004535247280728072,0.696307361125946,0.0058720167726278305,incomplete,0,,,,,,,,,right
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,N. Molina,2,89,32,90.7,88.9,91.2,82.4,4.5,4.83,left_foot,regular,0,0,0,0,1,0.0057675205,0.011689142,0.00012030454,0.5776502,0.008194905,incomplete,0.009853558614850044,0.01006951741874218,7.42180782253854e-05,0.5936371088027954,-0.0011370294960215688,incomplete,0,,,,,,,,,right
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,M. Bermúdez,2,90,35,69.9,12.9,85.2,51.1,30.5,1.02,right_foot,regular,0,0,0,0,1,0.6240893,0.57327944,0.0008672576,0.6207874,0.06683192,incomplete,0.7507795691490173,0.44214963912963867,0.001105518196709454,0.5081007480621338,0.07362489402294159,incomplete,0,,,,,,,,,left
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,V. Burgoa,2,92,5,68.2,96.7,71.2,91.6,4.7,5.45,left_foot,regular,0,0,0,0,1,0.0031580718,0.0022108203,2.8598773e-05,0.72540355,0.002137312,incomplete,0.005889072548598051,0.005271165631711483,5.065896766609512e-05,0.5504976511001587,0.06314091384410858,incomplete,0,,,,,,,,,right
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,B. Caicedo,2,92,41,67.2,93.6,81.1,54.0,30.6,5.21,left_foot,regular,0,0,0,0,1,0.36817428,0.020769374,0.00019507523,0.8240786,0.008176893,incomplete,0.3087172210216522,0.03721126541495323,0.00032277574064210057,0.706882894039154,-0.001592127839103341,incomplete,1,19.0,48.1,33.4,36.4,30.476474565621015,48.07490088182329,12.035377499931569,14.399999999999999,right
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,A. Herrera,2,92,55,82.9,15.0,93.9,58.1,31.5,1.2,right_foot,regular,0,1,0,0,0,0.7317413,0.6604125,0.013091685,0.33784643,0.07905223,incomplete,0.5726510882377625,0.6024364233016968,0.005450742784887552,0.44849300384521484,0.11539917439222336,incomplete,0,,,,,,,,,left
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,Orense SC,Liga Deportiva Universitaria de Quito,V. Burgoa,2,95,49,85.3,95.5,90.5,68.6,19.1,5.0,left_foot,regular,0,0,0,0,1,0.5781888,0.07923579,4.664005e-05,0.6347092,0.010448895,incomplete,0.6567642688751221,0.14824755489826202,3.8975314964773133e-05,0.5358786582946777,0.008268799632787704,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,E. Mesa,1,5,13,85.4,5.6,89.4,40.1,23.8,1.39,right_foot,regular,0,0,0,0,1,0.31892106,0.3440057,0.0031255332,0.7872187,0.025939262,incomplete,0.4909515976905823,0.20940753817558289,0.001971504185348749,0.7727653384208679,0.03539302572607994,incomplete,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,1,7,6,94.8,80.6,88.1,44.2,25.7,4.44,left_foot,regular,0,1,1,0,0,0.72641397,0.8024633,0.084667996,0.54249,0.16204177,incomplete,0.6807079911231995,0.5529444217681885,0.09994674474000931,0.5745643377304077,0.08478091657161713,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Mina,1,9,37,91.5,88.1,91.5,86.9,0.8,4.71,left_foot,regular,0,0,0,0,0,0.0049716034,0.040120352,0.0007882216,0.7742544,0.003795758,incomplete,0.0028774149250239134,0.020831648260354996,0.0006645125104114413,0.927408754825592,0.022418173030018806,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,M. Perea,1,11,58,93.5,89.1,95.2,51.5,25.6,4.78,left_foot,regular,0,0,0,0,1,0.27827543,0.21217707,0.048640914,0.38359615,0.03313902,incomplete,0.24999839067459106,0.35376080870628357,0.030894475057721138,0.37840399146080017,0.037874020636081696,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. García,1,16,43,70.1,80.8,95.0,48.1,34.3,5.58,right_foot,regular,0,0,0,0,0,0.16809762,0.10378515,0.04957725,0.14787553,0.032596502,incomplete,0.18664264678955078,0.10410382598638535,0.06864370405673981,0.29962217807769775,0.04052531719207764,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,J. Majao,1,23,56,83.0,91.7,90.2,68.8,17.3,5.16,right_foot,regular,0,0,0,0,1,0.34509823,0.080067374,0.0005842811,0.69979995,-0.0013433065,incomplete,0.26702094078063965,0.0468766912817955,0.00032821137574501336,0.6601672172546387,0.005532551556825638,incomplete,1,14.3,33.1,6.7,12.7,26.508301161216504,25.558959325478625,23.616130712455096,-7.6000000000000005,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Mina,1,27,16,89.9,89.2,86.8,78.1,8.2,4.31,left_foot,regular,0,0,0,0,1,0.009830826,0.038795136,0.0012846262,0.44666865,0.022826063,incomplete,0.010714986361563206,0.0266386978328228,0.0023733465932309628,0.42922940850257874,0.05497412756085396,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,H. Villalba,1,30,7,95.0,17.2,92.1,45.3,19.3,1.73,left_foot,regular,0,0,0,0,1,0.5310607,0.8082144,0.14027326,0.65930015,0.15829426,incomplete,0.5756705403327942,0.7534155249595642,0.1966116577386856,0.701663076877594,0.2184293568134308,incomplete,1,8.3,56.4,0.0,29.2,20.82819101414312,62.14630233901166,38.97784471639239,-8.3,left
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,M. Castaño,1,32,51,77.6,13.8,89.0,48.8,26.6,1.1,right_foot,regular,0,0,0,0,1,0.3757291,0.441473,0.116424635,0.71439844,0.020478977,incomplete,0.44176581501960754,0.36358779668807983,0.10676109790802002,0.7255272269248962,0.013148574158549309,incomplete,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,M. Perea,1,33,35,74.3,92.3,85.9,4.5,60.9,4.91,left_foot,regular,0,0,0,0,0,0.80123526,0.09510968,0.0056930687,0.015713602,0.0070485584,complete_no_shot,0.8214089870452881,0.050413213670253754,0.0160387996584177,0.020799977704882622,0.007299331948161125,complete_no_shot,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,L. Estupiñán,1,35,4,81.3,87.9,94.1,44.7,32.3,5.14,right_foot,regular,0,0,0,0,1,0.49846667,0.52852273,0.455584,0.44625008,0.07833583,incomplete,0.536681056022644,0.6228455901145935,0.15575921535491943,0.3653697669506073,0.07709700614213943,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Mina,1,46,43,76.2,91.3,89.4,56.1,27.7,5.24,left_foot,regular,0,0,0,0,1,0.34648877,0.3783291,0.0032340644,0.7750762,0.0194188,incomplete,0.3709685504436493,0.3785213828086853,0.001474682125262916,0.7273441553115845,0.022151898592710495,incomplete,1,11.8,36.1,30.0,63.2,24.310643559175496,34.68640133686852,29.075661392870924,18.2,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,B. Carabalí,1,46,53,79.0,14.7,86.1,45.6,22.3,1.23,left_foot,regular,0,0,0,0,1,0.54576117,0.625674,0.017408382,0.7262174,0.045704592,incomplete,0.4687890112400055,0.5178512334823608,0.053483620285987854,0.7160924673080444,0.042186420410871506,incomplete,1,14.2,46.2,47.3,98.4,28.27803139665203,46.70532219111295,55.08334597055081,33.099999999999994,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. García,1,47,14,72.5,77.5,74.5,70.8,5.0,5.14,right_foot,regular,0,0,0,0,1,0.006568862,0.020506416,5.347858e-05,0.64683133,-0.0027515225,incomplete,0.013803034089505672,0.006689076311886311,5.493084972840734e-05,0.5287873148918152,0.004152721259742975,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,B. Carabalí,2,48,4,87.8,22.9,96.3,100.0,54.1,1.41,right_foot,regular,0,0,0,0,0,0.1038712,0.037110705,0.010417306,0.011141145,0.029419612,incomplete,0.1535727083683014,0.06832063943147659,0.0032692868262529373,0.012235263362526894,0.04379085823893547,incomplete,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,2,54,26,82.8,94.2,100.0,36.1,44.4,5.18,right_foot,regular,0,0,0,0,0,0.014536898,0.01744613,0.0051648146,0.0070981896,0.018015623,incomplete,0.01745518110692501,0.030915066599845886,0.007325725629925728,0.00964295119047165,0.010206172242760658,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,B. Carabalí,2,55,28,89.7,28.1,100.0,65.4,27.9,1.14,right_foot,regular,0,0,0,0,0,0.034394857,0.029394092,0.010010333,0.008734284,0.042230263,incomplete,0.04380493611097336,0.032173432409763336,0.012288834899663925,0.011748879216611385,0.06001328304409981,incomplete,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Mina,2,62,25,60.4,84.5,73.1,76.4,14.4,5.89,left_foot,regular,0,0,0,0,1,0.005500957,0.022296743,2.8969615e-05,0.7527054,0.017033657,incomplete,0.02805430255830288,0.0015398492105305195,2.759378548944369e-05,0.5080664157867432,-0.0025305799208581448,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,2,63,2,77.1,12.0,86.1,44.5,24.0,1.17,right_foot,regular,0,0,0,0,1,0.5659646,0.66825527,0.009678033,0.6934619,0.05127003,incomplete,0.578493595123291,0.7724730968475342,0.010698651894927025,0.6323601603507996,0.053623367100954056,incomplete,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Gómez,2,68,24,73.0,17.0,92.2,51.9,31.1,0.87,right_foot,regular,0,0,0,0,1,0.6061885,0.6788885,0.14062707,0.1731282,0.110886216,incomplete,0.663973867893219,0.8268770575523376,0.1024293377995491,0.09631606191396713,0.1836092621088028,incomplete,1,8.1,43.5,24.0,9.8,20.933152556524625,37.47067848725359,27.84011496360082,15.9,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,T. Martínez,2,68,30,74.9,91.4,78.1,82.4,7.0,5.21,left_foot,regular,0,0,0,0,1,0.0038560047,0.010614881,3.7197915e-05,0.6929196,-0.0008917257,incomplete,0.009896358475089073,0.0006245556869544089,5.929335384280421e-05,0.48377007246017456,-0.00039432256016880274,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Mina,2,69,10,98.6,91.6,96.0,59.7,21.9,4.59,left_foot,regular,0,0,0,0,1,0.40303913,0.39155674,0.003506638,0.56985253,0.049582925,incomplete,0.5965868830680847,0.3905632793903351,0.009389529004693031,0.43171247839927673,0.12901288270950317,incomplete,1,5.3,39.5,0.0,30.3,15.927457651587897,30.370271460528162,15.92761266861078,-5.3,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,B. Carabalí,2,73,52,70.2,12.6,90.4,61.7,39.6,1.0,right_foot,regular,0,0,0,0,1,0.68558776,0.6660357,0.019501839,0.38895622,0.05572971,incomplete,0.7003011703491211,0.7485939860343933,0.014172219671308994,0.267450749874115,0.07709937542676926,incomplete,1,9.4,34.4,26.8,6.6,20.933152556524625,25.518748384390943,19.807547535141964,17.4,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,B. Carabalí,2,75,27,63.6,19.4,89.7,66.5,42.2,0.86,right_foot,regular,0,1,0,0,0,0.7785245,0.6359619,0.011892201,0.094164506,0.044958647,complete_no_shot,0.7875797748565674,0.7447264790534973,0.003800886683166027,0.1384945809841156,0.05273401737213135,incomplete,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,2,76,6,83.5,90.0,90.1,53.1,26.0,4.98,left_foot,regular,0,0,0,0,1,0.46032527,0.527459,0.009660449,0.6534422,0.074163884,incomplete,0.5715819597244263,0.4069667160511017,0.011288871988654137,0.6329140067100525,0.046275120228528976,incomplete,1,12.9,42.4,24.2,38.6,24.196368073883256,39.560302176405436,0.9603090444728364,11.299999999999999,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,2,76,15,81.9,91.5,87.0,78.2,10.5,5.25,right_foot,regular,0,0,0,0,1,0.026201515,0.008604534,5.720183e-05,0.6009119,0.00018774756,incomplete,0.02822517789900303,0.0016698016552254558,5.55544211238157e-05,0.4677339494228363,-0.002591359196230769,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,2,76,18,86.5,75.4,90.1,56.2,13.6,4.99,right_foot,regular,0,0,0,0,1,0.17542322,0.056116004,0.0038851297,0.78718626,0.034572106,incomplete,0.15569618344306946,0.07275205105543137,0.0028506454546004534,0.6957085132598877,0.03608274459838867,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,W. Vargas,2,76,55,70.7,13.1,93.0,96.3,61.2,1.18,right_foot,regular,0,1,0,0,0,0.94453543,0.037593916,0.009648431,0.00892105,0.00946132,complete_no_shot,0.9230384826660156,0.04968665912747383,0.007169994991272688,0.01779504492878914,0.008191137574613094,complete_no_shot,0,,,,,,,,,left
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Mina,2,76,56,89.6,94.8,100.0,59.9,26.7,5.19,left_foot,regular,0,0,0,0,0,0.011938094,0.024934389,0.0004987086,0.014768954,0.023498703,incomplete,0.012516623362898827,0.011718937195837498,0.001341278781183064,0.007920031435787678,0.011097069829702377,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,Barcelona SC,CD Técnico Universitario,J. Rojas,2,81,28,76.2,88.5,85.0,62.0,20.3,5.19,left_foot,regular,0,0,0,0,1,0.41869947,0.1419565,0.000101930505,0.7770406,0.011421118,incomplete,0.40776047110557556,0.044774264097213745,0.00021126060164533556,0.7755019068717957,0.004765132907778025,incomplete,0,,,,,,,,,right
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,M. Carrasco,2,86,27,93.3,10.1,92.3,27.6,11.9,1.66,right_foot,regular,0,0,0,0,1,0.07169997,0.024230158,0.000115096904,0.47097066,0.009685931,incomplete,0.02697615884244442,0.026036467403173447,0.00017305221990682185,0.4608178436756134,0.008596948347985744,incomplete,1,6.0,72.2,16.0,77.9,14.07920355340658,76.17958430591854,2.578621559998233,10.0,left
2026-02-21_Barcelona SC - CD Técnico Universitario,CD Técnico Universitario,Barcelona SC,E. Mesa,2,93,31,89.9,16.0,90.5,22.7,4.6,1.43,right_foot,regular,0,0,0,0,0,0.00618861,0.011998575,0.00041044437,0.6023762,-0.003142498,incomplete,0.008912465535104275,0.013968189246952534,0.00016412050172220916,0.5825308561325073,0.006776605732738972,incomplete,0,,,,,,,,,left
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,A. Mena,1,5,9,78.8,80.3,92.7,25.4,40.1,5.09,left_foot,regular,0,1,0,0,0,0.83112204,0.2179374,0.001581616,0.10473907,0.004817379,complete_no_shot,0.6792699694633484,0.1927606761455536,0.0009479852160438895,0.1417434811592102,0.009825284592807293,incomplete,0,,,,,,,,,right
2026-02-21_SD Aucas - Mushuc Runa SC,Mushuc Runa SC,SD Aucas,R. Ibarra,1,7,48,90.3,85.0,91.3,0.0,58.6,4.73,left_foot,regular,0,0,0,0,0,0.05096539,0.06989543,0.0048884153,0.011457725,0.011526442,incomplete,0.04842544347047806,0.07691726833581924,0.004021244123578072,0.013789767399430275,0.010300828143954277,incomplete,0,,,,,,,,,right
2026-02-21_SD Aucas - Mushuc Runa SC,Mushuc Runa SC,SD Aucas,K. Velasco,1,9,4,77.2,87.1,87.2,54.2,24.7,5.15,right_foot,regular,0,0,0,0,1,0.44664255,0.5465921,0.003120624,0.6944903,0.043938227,incomplete,0.4115158021450043,0.4340381324291229,0.0009220852516591549,0.7565609216690063,0.06215699017047882,incomplete,1,13.4,45.6,18.1,13.7,27.73764337169534,43.67204412643249,31.48344960255784,4.700000000000001,right
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,M. Vera,1,11,24,90.6,13.5,91.2,15.6,1.6,1.16,right_foot,regular,0,0,0,0,1,0.008926017,0.028686097,0.00054048613,0.89730996,0.012053386,incomplete,0.009574824944138527,0.01760614663362503,0.0006596998427994549,0.8646287322044373,0.0026684801559895277,incomplete,0,,,,,,,,,left
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,R. Quiñónez,1,13,52,80.2,83.0,90.6,66.9,15.5,5.5,left_foot,regular,0,0,0,0,1,0.14301099,0.13078706,0.00022700678,0.69313914,0.0021771984,incomplete,0.10695561021566391,0.1834913045167923,0.0001530828740214929,0.6483032703399658,0.0009353505447506905,incomplete,1,8.7,29.1,18.4,13.9,16.941768475735376,22.625374478718694,8.846389035772429,9.7,right
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,A. Mena,1,19,33,69.2,89.5,71.8,86.5,3.4,5.64,left_foot,regular,0,0,0,0,1,0.004703975,0.0052171703,7.271247e-05,0.92785734,0.0001046612,incomplete,0.0037240413948893547,0.007458888925611973,0.00014086414012126625,0.9134328365325928,0.0030196555890142918,incomplete,0,,,,,,,,,right
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,M. Vera,1,21,33,87.6,19.2,92.0,43.2,17.0,1.29,right_foot,regular,0,0,0,0,1,0.434638,0.4800588,0.19599238,0.71478146,0.09155617,incomplete,0.5469493269920349,0.4851982891559601,0.1567462682723999,0.6778684258460999,0.12166259437799454,incomplete,0,,,,,,,,,left
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,M. Vera,1,39,18,79.9,7.4,96.4,52.6,35.3,1.06,right_foot,regular,0,0,0,0,0,0.065310985,0.16367531,0.011894095,0.19364265,0.03476695,incomplete,0.034026049077510834,0.09471935778856277,0.0011845061089843512,0.21602681279182434,0.010583337396383286,incomplete,0,,,,,,,,,left
2026-02-21_SD Aucas - Mushuc Runa SC,SD Aucas,Mushuc Runa SC,R. Quiñónez,1,42,52,74.5,87.1,91.9,41.7,35.9,5.25,left_foot,regular,0,0,0,0,1,0.45307532,0.593842,0.034848854,0.45733392,0.064504296,incomplete,0.5058413147926331,0.6644582748413086,0.02156434953212738,0.33175233006477356,0.08295124769210815,incomplete,1,8.5,58.5,0.0,92.6,19.22574059684451,63.90587128845148,34.53957330385058,-8.5,right
