match,team,opponent_team,player,period,minute,second,x,y,end_x,end_y,length,angle,body_part,phase,pull_back,outcome,shot_created,goal_created,cleared,pred_cross_completion,pred_cross_chance_creation,pred_cross_goal_contribution,pred_cross_defended,pred_cross_delivery_value,pred_cross_outcome_multiclass,oof_cross_completion,oof_cross_chance_creation,oof_cross_goal_contribution,oof_cross_defended,oof_cross_delivery_value,oof_cross_outcome_multiclass,is_headed_clearance,clr_start_x,clr_start_y,clr_landing_x,clr_landing_y,pred_clr_landing_x,pred_clr_landing_y,clr_landing_error,clr_distance_gained,wide_channel
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,CD Técnico Universitario,Mushuc Runa SC,M. Perea,2,62,15,99.2,80.8,97.9,54.6,17.9,4.64,left_foot,regular,0,0,0,0,1,0.07283993,0.08423821,0.025754886,0.67358834,0.03291692,incomplete,0.15120667219161987,0.07962331175804138,0.007788458373397589,0.18328402936458588,0.06865576654672623,incomplete,0,,,,,,,,,right
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,C. Orejuela,2,64,45,69.8,23.7,85.0,49.7,23.8,0.84,right_foot,regular,0,0,0,0,1,0.7518437,0.48746106,0.009243164,0.6148281,0.07508253,incomplete,0.6948256492614746,0.6003303527832031,0.006193465553224087,0.63227778673172,0.10590436309576035,incomplete,0,,,,,,,,,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,T. Minda,2,71,5,85.6,7.4,96.6,46.8,29.2,1.16,right_foot,regular,0,0,0,0,1,0.17163017,0.23544918,0.027246382,0.29354197,0.044343065,incomplete,0.20959533751010895,0.3158445656299591,0.003693761769682169,0.1518692821264267,0.026817308738827705,incomplete,0,,,,,,,,,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,T. Minda,2,77,3,76.4,3.1,81.8,53.6,34.8,1.41,right_foot,regular,0,1,0,0,0,0.6283988,0.052299295,0.000685837,0.5828573,0.014489646,complete_no_shot,0.27843964099884033,0.03951127454638481,0.0009252266027033329,0.6922033429145813,0.01718577928841114,incomplete,0,,,,,,,,,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,CD Técnico Universitario,Mushuc Runa SC,M. Perea,2,78,39,84.9,94.0,87.0,85.9,5.9,5.09,left_foot,regular,0,0,0,0,0,0.008541096,0.0070922263,2.2712475e-05,0.5001332,-0.0016384172,incomplete,0.005752667784690857,0.0037914756685495377,3.3865482691908255e-05,0.6125025153160095,-0.005937775131314993,incomplete,0,,,,,,,,,right
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,CD Técnico Universitario,Mushuc Runa SC,J. Majao,2,79,21,90.0,18.8,92.9,57.5,26.5,1.46,right_foot,regular,0,0,0,0,0,0.5667797,0.6888569,0.1648495,0.5193881,0.074083835,incomplete,0.5826965570449829,0.7217416763305664,0.030755138024687767,0.6099231243133545,0.07929189503192902,incomplete,0,,,,,,,,,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,M. Gamboa,2,80,32,67.4,6.6,86.2,50.7,35.9,0.99,right_foot,regular,0,1,1,0,0,0.73376304,0.695709,0.0005280705,0.47585005,0.12982848,incomplete,0.355453222990036,0.10323696583509445,0.000662520295009017,0.6779400706291199,0.016930444166064262,incomplete,0,,,,,,,,,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,J. Hernández,2,87,20,88.2,89.3,86.4,46.6,29.1,4.65,left_foot,regular,0,1,1,0,0,0.74897337,0.8099992,0.004173549,0.39991832,0.1016169,incomplete,0.6548845767974854,0.4213293194770813,0.002033783122897148,0.4944562315940857,0.061091091483831406,incomplete,0,,,,,,,,,right
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,R. Carrillo,2,89,18,75.2,80.3,91.3,44.0,29.9,5.31,right_foot,regular,0,0,0,0,1,0.61521125,0.59002197,0.016374191,0.3306001,0.07379747,incomplete,0.607185959815979,0.5054680109024048,0.019434330984950066,0.30586379766464233,0.077050119638443,incomplete,1,7.7,56.7,14.3,0.0,20.61112696100532,58.41731801104736,58.75724097608537,6.6000000000000005,right
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,Mushuc Runa SC,CD Técnico Universitario,M. Gamboa,2,93,39,97.9,7.6,91.6,59.9,36.2,1.75,right_foot,regular,0,0,0,0,1,0.38183784,0.17081204,0.00046333662,0.5134388,0.010562142,incomplete,0.3398258090019226,0.28217604756355286,0.0005195853882469237,0.3121808171272278,0.02414199523627758,incomplete,1,8.1,44.4,33.5,32.9,20.640528457263922,37.92208702853317,13.80533833271029,25.4,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,CD Técnico Universitario,Mushuc Runa SC,A. Copete,2,95,44,81.5,13.5,87.2,44.8,22.1,1.3,left_foot,regular,0,0,0,0,1,0.6106073,0.47771943,0.0021603548,0.6289063,0.044164877,incomplete,0.5471002459526062,0.5453335642814636,0.007167747709900141,0.7347910404205322,0.0546988882124424,incomplete,0,,,,,,,,,left
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,CD Técnico Universitario,Mushuc Runa SC,E. Mesa,2,97,36,91.9,8.2,91.6,25.4,11.7,1.6,right_foot,regular,0,0,0,0,0,0.13301261,0.030727418,0.00010197066,0.34613994,-0.0016059108,incomplete,0.17715828120708466,0.03503365069627762,0.00013970879081171006,0.38897159695625305,0.003135915845632553,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Caicedo,1,18,29,74.6,85.4,86.3,58.5,22.0,5.3,left_foot,regular,0,0,0,0,1,0.38197306,0.25687024,0.0015025416,0.74409467,0.023564344,incomplete,0.4233429729938507,0.2801526188850403,0.0010751585941761732,0.7111831307411194,0.017948364838957787,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,S. Vasquez,1,18,41,92.9,17.0,94.0,19.0,1.8,0.87,right_foot,regular,0,0,0,0,1,0.005069225,0.027599258,0.0002815521,0.9444126,0.010376018,incomplete,0.006579033099114895,0.018240874633193016,0.0001406327646691352,0.9307231903076172,0.0030813878402113914,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,V. Burgoa,1,31,27,92.5,93.0,92.7,86.1,4.7,4.76,left_foot,regular,0,0,0,0,1,0.0048745433,0.006805926,0.00039620357,0.54474807,-0.004367913,incomplete,0.007143685594201088,0.008744648657739162,7.950778672238812e-05,0.5454161167144775,-0.007469451054930687,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Delfín SC,Orense SC,E. Mendoza,1,34,59,92.6,6.6,86.1,78.9,49.6,1.71,right_foot,regular,0,1,1,0,0,0.8896193,0.80876005,0.000750859,0.020175373,0.015879827,shot_no_goal,0.7721214890480042,0.27552956342697144,0.0006063441396690905,0.034144192934036255,0.013912440277636051,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,V. Burgoa,1,36,57,80.8,97.4,84.3,64.6,22.6,4.88,left_foot,regular,0,0,0,0,1,0.46362272,0.09399603,0.0020529833,0.67750174,0.006121946,incomplete,0.5213490724563599,0.0958201140165329,0.001296097063459456,0.6743953227996826,0.006576514337211847,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Delfín SC,Orense SC,E. Rubio,1,47,1,86.2,13.5,89.6,30.9,12.4,1.28,right_foot,regular,0,0,0,0,1,0.19812989,0.032789912,0.0004930245,0.6367693,0.004059817,incomplete,0.28381070494651794,0.020234210416674614,0.0011515602236613631,0.6492879986763,0.00397513760253787,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Caicedo,2,48,13,89.2,96.5,86.2,59.9,25.1,4.59,left_foot,regular,0,1,0,0,1,0.86042213,0.32972276,0.0048361616,0.46035478,0.047053196,complete_no_shot,0.7200384140014648,0.44370684027671814,0.0029414978343993425,0.4424813687801361,0.055116135627031326,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Caicedo,2,48,49,72.8,92.1,84.5,52.8,29.4,5.14,left_foot,regular,0,1,0,0,1,0.5858192,0.18988717,0.0002401066,0.7713576,0.016992016,incomplete,0.4840802252292633,0.21291334927082062,0.000303237815387547,0.704046905040741,0.011658309027552605,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,R. Jaramillo,2,49,23,93.0,82.0,95.3,45.5,24.9,4.81,left_foot,regular,0,0,0,0,1,0.46586865,0.62134695,0.6959854,0.4785412,0.10424547,incomplete,0.637169361114502,0.7031858563423157,0.5911118388175964,0.38155239820480347,0.08167386800050735,incomplete,1,3.7,53.5,26.7,25.2,18.081640164202387,54.314770146238935,30.363563146106806,23.0,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,E. Zambrano,2,55,10,77.4,94.4,87.1,58.2,26.6,5.1,left_foot,regular,0,0,0,0,1,0.37144688,0.31388915,0.0005333948,0.75576246,0.026391277,incomplete,0.3108620345592499,0.27100902795791626,0.0002019857056438923,0.7712631821632385,0.022690409794449806,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Caicedo,2,62,9,71.2,96.3,80.6,68.9,21.1,5.2,left_foot,regular,0,0,0,0,1,0.21333008,0.010913754,0.000115865965,0.7344376,-0.0003109081,incomplete,0.16310113668441772,0.0094821248203516,6.0205213230801746e-05,0.638068675994873,0.009260871447622776,incomplete,1,10.3,36.4,30.3,30.5,22.126117158789555,38.16510867824701,11.20563482142677,20.0,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,D. Armas,2,62,23,80.3,25.6,88.0,51.1,19.1,1.13,right_foot,regular,0,0,0,0,1,0.27854812,0.24609342,0.04286073,0.8311818,0.0014033698,incomplete,0.2817690074443817,0.14530225098133087,0.004627642221748829,0.744913637638092,-0.01097266748547554,incomplete,1,9.9,52.5,32.7,41.8,22.957142833324465,53.42502651657366,15.167877481087512,22.800000000000004,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Viñán,2,65,28,82.1,74.0,94.2,19.0,39.5,5.04,left_foot,regular,0,0,0,0,0,0.54150945,0.10476536,0.0005607081,0.08105087,-0.0025513228,incomplete,0.53792405128479,0.1433805674314499,0.0002828874858096242,0.11833842843770981,0.0032823604997247458,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Viñán,2,66,16,91.6,82.4,90.4,57.5,17.0,4.64,left_foot,regular,0,0,0,0,1,0.21905605,0.31356466,0.013021587,0.74763674,0.024114404,incomplete,0.26186227798461914,0.30544257164001465,0.004992075264453888,0.7155939936637878,0.01720236800611019,incomplete,1,7.6,46.7,35.0,24.6,22.277733821663222,45.95577494790362,24.85810089966568,27.4,right
2026-04-18_Orense SC - Delfín SC,Delfín SC,Orense SC,E. Zúñiga,2,66,33,87.0,87.5,85.5,51.7,24.4,4.65,left_foot,regular,0,0,0,0,1,0.6456171,0.7140863,0.0022161945,0.56772244,0.08494549,incomplete,0.5641867518424988,0.7497979998588562,0.0007134280749596655,0.4980853497982025,0.07959720492362976,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,P. Velasco,2,67,39,81.2,4.3,86.1,53.1,33.6,1.42,right_foot,regular,0,1,0,0,0,0.7080418,0.48219758,0.0006448301,0.5354527,0.0356668,incomplete,0.45583295822143555,0.4381439685821533,0.0006830302882008255,0.6680890321731567,0.04715569689869881,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Delfín SC,Orense SC,E. Zúñiga,2,71,7,73.8,84.3,89.2,53.8,26.3,5.37,left_foot,regular,0,1,1,0,0,0.53755134,0.698613,0.006327972,0.38292733,0.15542132,incomplete,0.4029092788696289,0.533734142780304,0.0035114765632897615,0.601063072681427,0.08522871881723404,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Viñán,2,74,6,73.3,91.5,89.9,59.1,28.1,5.38,left_foot,regular,0,0,0,0,1,0.4647229,0.26776418,0.003908304,0.66350174,0.03685282,incomplete,0.5195813179016113,0.37309789657592773,0.0005475684884004295,0.7173047065734863,0.0275286752730608,incomplete,1,11.1,42.4,30.9,41.0,23.238944386104155,41.97100924970289,7.722346280905408,19.799999999999997,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,E. Zambrano,2,74,18,87.1,12.0,90.4,78.2,45.1,1.49,left_foot,regular,0,0,0,0,0,0.8198325,0.2828656,0.0021126834,0.17350127,0.019375684,incomplete,0.854416012763977,0.2896888554096222,0.0011249154340475798,0.21476958692073822,0.012850514613091946,complete_no_shot,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Viñán,2,74,35,87.6,91.5,88.6,88.1,2.5,5.14,left_foot,regular,0,0,0,0,1,0.006267948,0.008705399,5.8935224e-05,0.9311719,0.005910539,incomplete,0.011851780116558075,0.00596560537815094,5.655188942910172e-05,0.9317278861999512,-0.002156610134989023,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Caicedo,2,78,46,73.9,86.3,91.3,48.5,31.5,5.33,left_foot,regular,0,0,0,0,1,0.4869933,0.54746425,0.084768526,0.55921566,0.035741493,incomplete,0.5713488459587097,0.6200531125068665,0.06209125369787216,0.4188922047615051,0.06724418699741364,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Caicedo,2,79,3,88.2,89.1,89.0,60.5,19.5,4.76,left_foot,regular,0,0,0,0,1,0.37494028,0.2911734,0.0065557845,0.73675066,0.02417469,incomplete,0.47151148319244385,0.20332549512386322,0.0010834081331267953,0.7190598845481873,0.0165331419557333,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,B. Viñán,2,84,2,80.5,91.8,88.1,37.1,38.0,4.92,left_foot,regular,0,0,0,0,1,0.50859326,0.24286242,0.010848976,0.6409251,0.009191986,incomplete,0.46980810165405273,0.4527219533920288,0.024007132276892662,0.5529473423957825,0.011407771147787571,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,P. Velasco,2,88,10,94.8,12.2,92.6,38.9,18.3,1.7,right_foot,regular,0,0,0,0,0,0.35499004,0.5881245,0.0022294936,0.54980654,0.042478412,incomplete,0.32548797130584717,0.5047898292541504,0.0018230347195640206,0.65132075548172,0.042709700763225555,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,E. Zambrano,2,92,54,97.0,24.2,96.3,40.3,11.0,1.64,left_foot,regular,0,0,0,0,0,0.109920636,0.45067188,0.000573767,0.4876368,0.11649581,incomplete,0.1514660120010376,0.27067309617996216,0.003967441152781248,0.5445495843887329,0.1324131041765213,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,Ó. Quiñónez,2,98,43,70.7,92.2,82.2,46.8,33.1,5.09,left_foot,regular,0,0,0,0,1,0.49460256,0.073873386,0.00034324275,0.68879724,0.010469283,incomplete,0.6467271447181702,0.11551916599273682,0.0006238935748115182,0.49005261063575745,0.03326558694243431,incomplete,0,,,,,,,,,right
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,P. Velasco,2,99,16,74.3,11.5,88.9,46.7,28.4,1.0,right_foot,regular,0,1,0,0,0,0.7336399,0.6125896,0.008346499,0.5346259,0.10998426,incomplete,0.5606096386909485,0.48572608828544617,0.002030929084867239,0.7006641030311584,0.12645967304706573,incomplete,0,,,,,,,,,left
2026-04-18_Orense SC - Delfín SC,Orense SC,Delfín SC,S. Vasquez,2,101,11,91.7,87.9,91.7,84.2,2.5,4.71,left_foot,regular,0,0,0,0,0,0.03895791,0.010544547,0.00022741883,0.6909197,0.011560303,incomplete,0.033051446080207825,0.014540033414959908,0.0001336989225819707,0.7252315282821655,0.012323863804340363,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,L. Loor,1,11,28,81.3,83.9,86.6,49.6,24.0,4.95,left_foot,regular,0,1,1,0,0,0.70345986,0.778322,0.00078095705,0.53363466,0.09680601,incomplete,0.5045558214187622,0.5288863778114319,0.00035503864637576044,0.5118571519851685,0.060391392558813095,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,A. Rodríguez,1,16,5,88.0,17.6,100.0,59.0,31.2,1.13,right_foot,regular,0,0,0,0,0,0.04028891,0.05447982,0.032808263,0.01089643,0.041011654,incomplete,0.045014772564172745,0.05786355212330818,0.030762366950511932,0.01433936320245266,0.08438647538423538,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,G. Villamíl,1,24,41,80.1,93.0,90.2,57.5,26.4,5.13,right_foot,regular,0,0,0,0,1,0.40280074,0.46734422,0.022166144,0.73595244,0.03226184,incomplete,0.4933279752731323,0.3012099862098694,0.011968099512159824,0.7727288603782654,0.03802579641342163,incomplete,1,7.3,59.0,11.7,49.6,17.303321479383037,70.73589233448256,21.86602744844508,4.3999999999999995,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,M. Perelló,1,25,22,94.6,19.7,84.5,56.4,27.1,1.97,right_foot,regular,0,0,0,0,1,0.6000915,0.5498455,0.07862796,0.51625675,0.013661712,incomplete,0.7451847195625305,0.7448610067367554,0.007185554597526789,0.3810828626155853,0.04256892576813698,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,L. Loor,1,31,11,86.1,76.6,87.2,55.2,14.6,4.79,left_foot,regular,0,0,0,0,1,0.13345324,0.07543015,0.0019967023,0.7982429,0.00443791,incomplete,0.1880277395248413,0.05850045755505562,0.0006766201113350689,0.7174826860427856,0.008702344261109829,incomplete,1,5.8,38.5,0.0,33.4,16.18211899420584,35.282150544601535,16.29120823681231,-5.8,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,L. Loor,1,31,59,90.3,74.6,97.7,30.9,30.7,4.97,left_foot,regular,0,1,0,0,0,0.7973361,0.057065267,0.002584089,0.19901265,-0.007719905,complete_no_shot,0.48483896255493164,0.034294821321964264,0.000347863242495805,0.21986311674118042,-0.009538489393889904,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,D. Romero,1,33,18,91.4,10.0,93.4,51.3,28.2,1.5,right_foot,regular,0,1,1,0,0,0.42491266,0.59078336,0.022366127,0.6146202,0.13208891,incomplete,0.13013069331645966,0.3116416931152344,0.009249581024050713,0.6417289972305298,0.04097100347280502,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Deyverson,1,37,3,84.2,93.2,95.4,58.8,26.2,5.18,left_foot,regular,0,0,0,0,0,0.54067254,0.5546171,0.0025634395,0.35784978,0.07565695,incomplete,0.5995470881462097,0.5334931015968323,0.001141660730354488,0.44860395789146423,0.14507479965686798,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,A. Rodríguez,1,43,43,87.9,91.6,90.2,83.6,6.0,5.13,left_foot,regular,0,0,0,0,1,0.011515116,0.010807881,0.00017292438,0.63595426,0.005825017,incomplete,0.008446824736893177,0.011880731210112572,0.00010665287845768034,0.46164074540138245,0.0022865196224302053,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,L. Loor,1,43,55,84.2,91.2,97.0,42.5,35.7,5.1,left_foot,regular,0,0,0,0,1,0.48700622,0.4367237,0.03884174,0.36028463,0.061869204,incomplete,0.6110200881958008,0.49210020899772644,0.002178297843784094,0.2192964404821396,0.1230042427778244,incomplete,1,4.8,61.4,0.0,65.8,15.221172102308413,67.25442233525777,15.290501119891022,-4.8,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,M. Perelló,1,48,27,94.7,20.3,95.8,55.5,24.0,1.52,right_foot,regular,0,0,0,0,1,0.5389913,0.7861561,0.3140973,0.52793455,0.12075891,incomplete,0.6707020998001099,0.8974108695983887,0.046807948499917984,0.2715669572353363,0.1962452530860901,incomplete,1,7.3,44.2,0.0,30.6,16.304298946736782,42.20263326398375,20.011278390024568,-7.3,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,D. Romero,1,51,25,70.6,15.2,86.8,51.3,29.9,0.96,right_foot,regular,0,1,1,0,0,0.74263924,0.8490044,0.0051730163,0.46556708,0.14025111,incomplete,0.5888927578926086,0.6392033100128174,0.0020898946095257998,0.6523054838180542,0.0858599916100502,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,A. Rodríguez,2,47,47,79.9,88.1,88.2,48.7,28.2,5.03,right_foot,regular,0,0,0,0,0,0.35528794,0.40538597,0.011620062,0.6223801,0.024936697,incomplete,0.2746417224407196,0.33503004908561707,0.02052570879459381,0.7311955094337463,0.01588520035147667,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,A. Rodríguez,2,52,33,93.6,92.8,86.5,2.1,62.1,4.59,left_foot,regular,0,1,0,0,0,0.89776754,0.03022996,0.0015091756,0.016437225,0.02619412,complete_no_shot,0.807461678981781,0.05510754510760307,0.00040590661228634417,0.006726381368935108,0.02655973844230175,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,A. Rodríguez,2,55,4,79.9,92.0,80.9,85.9,4.3,4.96,right_foot,regular,0,0,0,0,1,0.0067565255,0.005281221,6.5292064e-05,0.67790085,0.00065774116,incomplete,0.0056819613091647625,0.004034603945910931,8.59913052408956e-05,0.6805239915847778,-0.004499224480241537,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,M. Perelló,2,55,35,72.2,8.2,89.3,42.3,29.3,0.91,right_foot,regular,0,0,0,0,1,0.52868766,0.68800163,0.020639867,0.59578645,0.077741526,incomplete,0.5954188704490662,0.5426276922225952,0.016059545800089836,0.48068198561668396,0.051228031516075134,incomplete,1,8.0,57.3,25.7,76.9,19.960076498819934,60.605187039821644,17.27621634521274,17.7,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,A. Rodríguez,2,55,46,80.9,83.0,90.5,52.3,23.2,5.16,right_foot,regular,0,0,0,0,1,0.44968772,0.5620095,0.008706733,0.61184454,0.06651996,incomplete,0.4874536991119385,0.5089290142059326,0.010244172066450119,0.6083770990371704,0.10014579445123672,incomplete,1,13.3,33.7,13.1,46.3,26.43750912807691,28.988698723311867,21.85338192669041,-0.20000000000000107,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,D. Romero,2,61,19,69.7,4.1,87.5,64.0,44.8,1.14,right_foot,regular,0,1,0,0,0,0.6236279,0.09229832,0.0032719406,0.42390856,0.009781604,incomplete,0.34829673171043396,0.09715298563241959,0.007539169862866402,0.6134938597679138,0.008508867584168911,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,E. Pata,2,67,1,73.1,88.9,86.8,50.3,29.9,5.21,right_foot,regular,0,1,1,0,0,0.5486688,0.719053,0.0021438655,0.6623509,0.098124646,incomplete,0.31280162930488586,0.45274847745895386,0.0012517524883151054,0.6532140374183655,0.03068053163588047,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,R. Briones,2,68,21,72.4,21.5,97.9,56.7,35.9,0.73,right_foot,regular,0,0,0,0,0,0.18330032,0.033036035,0.019709794,0.062135946,-0.007399694,incomplete,0.21646733582019806,0.037621140480041504,0.00401077326387167,0.06408125907182693,0.012288644909858704,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,D. Romero,2,70,12,64.0,10.5,86.5,61.7,42.1,0.97,right_foot,regular,0,0,0,0,1,0.4773098,0.28302482,0.0009035682,0.7372752,0.03168704,incomplete,0.5935036540031433,0.34119895100593567,0.0009098899899981916,0.6847267746925354,0.0376942940056324,incomplete,0,,,,,,,,,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,L. Loor,2,70,18,76.2,87.5,88.5,52.6,27.0,5.21,left_foot,regular,0,0,0,0,1,0.30283922,0.46915272,0.0016032198,0.7472036,0.048927404,incomplete,0.3537350296974182,0.3721529543399811,0.0007069709827192128,0.7129784226417542,0.044609613716602325,incomplete,0,,,,,,,,,right
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,J. Sornoza,2,71,57,79.4,6.2,93.9,46.0,31.1,1.06,right_foot,regular,0,0,0,0,1,0.41334233,0.34626028,0.03554435,0.5208369,0.071018584,incomplete,0.5783649682998657,0.46295633912086487,0.016986073926091194,0.37095674872398376,0.12891985476016998,incomplete,1,7.4,64.6,9.1,92.0,17.486514653505946,68.26308665463009,25.174881989774455,1.6999999999999993,left
2026-04-19_CSD Independiente del Valle - Liga Deportiva Universitaria de Quito,CSD Independiente del Valle,Liga Deportiva Universitaria de Quito,E. Pata,2,72,19,74.8,90.1,87.3,45.0,33.4,5.12,right_foot,regular,0,0,0,0,1,0.4647389,0.3565088,0.0027058471,0.6287074,0.044732906,incomplete,0.31262242794036865,0.4865991473197937,0.00098370888736099,0.6064221262931824,0.04105434939265251,incomplete,0,,,,,,,,,right
