season,shot_assist_player_id,shot_assist_player_name,assisted_shots,assisted_goals,assisted_xg,assisted_psxg
Unknown,9yfnfwqog4y572aoe2iztnbv9,L. Blas,48,4,6.008031001314521,6.491918853716925
Eredivisie,2zwe056wfzof0v5jv01dv9uc5,A. Hrustić,55,6,5.968268815428019,6.242867095395923
Unknown,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,65,3,5.930191930383444,6.119686898426153
Unknown,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,51,5,5.927670951932669,5.662704156013206
Unknown,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,70,8,5.925515420618467,5.517287896363996
Unknown,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,53,8,5.912631958723068,5.296831667306833
Unknown,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,70,5,5.912324348464608,5.6953722859034315
Eredivisie,30t0ph1icrggc0x62om801ses,G. de Regt,53,7,5.8886326514184475,5.333752649719827
Eredivisie,5m8pflpgynidzk7d9507oujje,D. Rots,51,4,5.886712083593011,4.766530866851099
Unknown,a93cs6sqqb6hj95qayyq2ib1m,Tiago Dantas,76,6,5.886474296450615,5.114507156889886
Unknown,15948izygnu32cu1pw6h5wp9l,J. Garner,55,7,5.879205383360386,4.803166190627962
Unknown,9e3t2wyjqzxsn690aysao8cfd,Dodô,51,2,5.866949332877994,3.6944150333292782
Unknown,8qvqdjw1d58mw7420lpmk7bah,Edu Expósito,82,6,5.8198928609490395,5.449770033010282
Eredivisie,8gde39dg3u3kqhd8pa2mdcn2t,T. Chery,59,6,5.797332877293229,7.41253793053329
Unknown,a4a4f09ue90nufjf16nrf766s,J. Opoku,46,6,5.79127774015069,4.759071797598153
Unknown,3erz4yrlw2m15mxxocwq31g16,R. Yamamoto,62,6,5.763891322538257,5.3396933149779215
Unknown,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,62,5,5.71675044670701,8.088201139238663
Unknown,dlhk63jxjq2lylne8g928b9hx,A. Čermák,64,3,5.686032395809889,4.8425777782686055
Unknown,4mvqt04u92wsm1p5ja8fpilii,Tiago Araújo,57,4,5.680367790162563,4.981330742128193
Eredivisie,2yivr64anye4c0p62m16l78yc,S. Ouaissa,55,6,5.679822638630867,4.300929947057739
Unknown,93hp5gm29ke90ugdimd9xf949,A. Dønnum,62,4,5.675661265733652,6.229802045156248
Eredivisie,2ifp36vdm0d6rb3xc7muuvv11,D. Limnios,45,6,5.674752784892917,5.948567463667132
Unknown,1c7tr11lak5xwdw7s8b93zw7p,M. Livaja,33,6,5.665400695055723,5.152121982420795
Unknown,2eayhzdix8knmn810sbngsdt5,M. Rogers,47,6,5.658799616619945,6.927153211203404
Unknown,cjll1xrw3xulnl23c9tlf6rys,Fermín López,34,9,5.655664227902889,4.9126604199409485
Unknown,aprzekzw2al3nf4dglv6eicb9,M. Havlík,63,3,5.5757290832698345,4.507487779599614
Unknown,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,56,4,5.573715828359127,4.614501881995238
Unknown,5m27f84vvraap8bmfujt1qiok,A. Ementa,61,8,5.571929985540919,5.824031622498296
Unknown,b7pknbmxeaiyhccj7fwy8e86h,Ž. Trontelj,51,4,5.552835533278994,3.4648316408274695
Unknown,az7owi5t4bclkamjsjuyxzv1l,A. Stach,62,3,5.519830418750644,4.877229863777757
Unknown,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,54,4,5.511170728132129,4.070017822668888
Unknown,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,37,4,5.490484557929449,3.8438684480497614
Unknown,21vx56lpd276xqbu11ubkf78q,Ander Barrenetxea,44,5,5.488653507083654,4.614161316072568
Unknown,1eecexgki6vzi3b4g60tpfkyd,A. Alégué,44,7,5.463652420789003,6.675965788192116
Unknown,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,60,3,5.448909105733037,3.49825519870501
Eredivisie,b5sf6wcogrvlwuwbd8xsyyfh1,J. van Overeem,60,10,5.448549643158913,6.802313482505269
Unknown,9qoc020keotb4s72a09zm5pzp,M. Sadílek,64,4,5.41860437579453,4.439786055823788
Eredivisie,ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,46,7,5.375905733555555,8.76081732660532
Unknown,90wyta6l6mfp2aa0egoqy5nxm,M. Lisica,34,7,5.365616103634238,5.631909301388077
Unknown,30ed2aojjzmqigq6vkcrzc8pg,Jesús Rodríguez,36,9,5.363845065236092,4.851148313959129
Unknown,50lnmkk33eoivv4ksly77hkpg,Y. Minteh,44,4,5.355394545942545,6.461000510491431
Unknown,c4n7kjp8c47trslpssnyqjo16,S. Esposito,71,5,5.35022840090096,6.065716655459255
Unknown,d4tdx2ctadv6kc3tbq4as8bmx,Sergio Gómez,45,6,5.34664280898869,6.558236406650394
Unknown,7onr52be14is8cwcfd2k1i784,M. Baturina,62,3,5.309718143194914,2.8474004238378257
Unknown,93i0gcndi2m8giqqcm4knduxh,P. Dybala,55,6,5.305105600506067,5.291815203148872
Unknown,eahrhjbqt72t5gwlzsl9uqm6t,K. Kairinen,55,4,5.298321329057217,5.254259779932909
Eredivisie,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,39,4,5.281693339347839,5.6240932567743585
Unknown,cen47oljunpmotfb2bgomqfbo,D. Planka,46,4,5.274415198713541,6.286329483380541
Unknown,ch1lxxbn01at4jmkafy4uevh1,Luis Milla,78,10,5.228019932284951,7.509142481139861
Unknown,5zoz3mjooujpv0wdcphyrztd6,Álex Baena,46,3,5.220082333311439,4.4997522291960195
Unknown,4hhwub45239nculr9sowalr10,Afonso Moreira,33,7,5.149473929777741,4.977997520240024
Unknown,didsdryngjutw2x6tpwnnju5m,A. Diallo,41,3,5.142281249165535,3.194963011192158
Unknown,9i6hs8toyjwrh7ub04vow8wes,N. Paz,51,6,5.097052339464426,5.476605458534323
Unknown,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,32,8,5.086924022063613,5.120076730148867
Unknown,5jg7vbd98ggggt2c9st5muicq,A. Latković,70,6,5.085143627598882,6.147070081089623
Unknown,1hmy5uxiyr8g915tngl9l8twq,M. van Brederode,56,5,5.0614078566432,5.696898329304531
Unknown,f2b3dfamjlhut4kj2qvggs0dl,R. Saïd,28,4,5.053102187812328,5.6148566788760945
Unknown,9k3cr9bc23253jmcw2a53hn2s,Wesley,33,0,5.043727952986956,2.0184227282879874
Unknown,a69r2pf2w8da4dl0zl4k5vil1,D. Zappacosta,42,3,5.039857778698206,4.666926089324988
Unknown,atawelbstg96dp699p8b8e505,M. Zajc,56,6,5.036439506337047,5.27292332786601
Unknown,7xmaybxu4zd5k338bi3drkxcl,Sergi Darder,58,5,5.028113659471273,6.079810351366177
Unknown,asq9gj1a93bltsfd61i6xvqsq,A. Wharton,44,5,4.9839193150401115,2.8414058095077053
Unknown,96deivn85excx5vovtoh758no,A. Memić,33,8,4.9776840955019,5.9734967653639615
Unknown,8b3igmuipfhfzm39ack89de96,Lee Kang-In,57,4,4.9727176539599895,4.28544966771733
Unknown,288nn7pbq5ewriiyb9o7da86h,W. McKennie,48,5,4.966494120657444,5.332374296383932
Unknown,1e7snjsrbh93xt5ti1oyuqxka,A. Ait El Hadj,60,5,4.956673676148057,3.854665814782493
Unknown,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,36,6,4.909153118729591,3.7027334047015756
Unknown,38dhmhce7deuqgqmc3p7nhai2,A. Rațiu,43,4,4.907081596553326,5.336003829026595
Unknown,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,48,7,4.89646340534091,4.922986097168177
Unknown,8hg7sqlb5o3duhbhm31oifjhm,D. Moreira,36,6,4.891098063439131,4.539768636925146
Unknown,93soe2rjn0z874cc9ofcesgkp,C. Pulisic,38,4,4.875543750822544,2.1288105996791273
Eredivisie,73lwz4he5erpp25zi8crjvztg,I. Jensen,41,4,4.874269912019372,5.3104120208881795
Eredivisie,5r47vtvu418kae5j2rpv6w2dw,M. Rots,51,4,4.86955220811069,4.536699066520669
Unknown,8j92twrz92wxgtmmrtv9mt6y2,A. Abid,44,5,4.867645338177681,4.872078177984804
Eredivisie,dse071e8zbzm8l37m64g6e1p0,K. Sano,47,7,4.853586606681347,5.915329752024263
Unknown,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,47,3,4.8367574121803045,3.1154749003471807
Unknown,d94867tqgcdqdwg7rhhzt1al1,J. Vandeputte,54,5,4.825220141443424,6.942981803091243
Unknown,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,47,4,4.820141039788723,5.300427823560312
Unknown,bjpmvbkbhw7ynfyvtqehg68t0,E. Ayaosi,48,7,4.808752899989486,6.554172399570234
Unknown,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,49,8,4.804850246757269,4.51987444923725
Eredivisie,7jpreaads35pnnfqbn7hmrmy,S. Mijnans,53,6,4.793775351718068,6.579825734486803
Unknown,3bh2udfj5run303fagtx1s8vd,D. Horák,45,5,4.780439542606473,5.887444472988136
Unknown,ek0k9s7axizns3vtzyy3z5nu,M. Damsgaard,42,4,4.7432182766497135,2.7904627594398335
Unknown,v22q59d00b5v78rgx7v8z3vu,Antony,56,6,4.734184168279171,6.306307248421945
Unknown,5mgmcero3ui4a24v1w1upx3sa,Germán Valera,45,5,4.732962001115084,4.941331547452137
Unknown,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,52,3,4.679495520889759,3.399950960185379
Eredivisie,4cbhx91p3l265b2cejzd07gbu,P. Brouwer,35,6,4.678737249225378,5.24870737886522
Unknown,b45ryclny991bm7qosieyg1cl,Mikel Oyarzabal,41,4,4.667320005595684,4.115895412047394
Unknown,cmrdm4nnd62inlvsnc52vkicp,J. Ito,50,5,4.667004944640212,5.839513965183869
Unknown,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,43,3,4.660299055278301,4.9074695179006085
Unknown,2branork7cntloew47tif7das,M. Fernandez-Pardo,36,5,4.658685123547912,4.515836219768971
Unknown,1z99j6x60xzougmh2dg5s3z6d,L. Haraslín,43,5,4.65761854685843,4.177005447214469
Eredivisie,9najgqcaamqj0qtiicuq9hey,R. Meerveld,40,3,4.657112507149577,5.008294059080072
Unknown,cxs294yvxtp9qxbgosgdb7ris,Z. El Ouahdi,49,4,4.65549330227077,4.625050400733016
Unknown,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,34,4,4.6517459861934185,3.591510378057137
Unknown,5l02insq2xjtf3dhna970modl,I. Kebbal,60,4,4.643870275467634,4.633361764019355
Eredivisie,29fr98or3mqippn84z3p9ihhw,L. Valente,47,7,4.638855980709195,5.584902399685234
Eredivisie,qobf1v5kwuz6hj2ooixfw4mi,B. van Rooij,41,4,4.625614158809185,3.3412697835592553
Eredivisie,dficbkp6sp4kw7xihaxneozpx,Y. Namli,34,4,4.617918144911528,3.3790964864892885
Unknown,1qkneebzln8byl9td2aswznmy,Alberto Moleiro,37,5,4.6171868573874235,5.558426431030966
Eredivisie,1nk0hcaa9o4jnyxc9ndz1lams,D. van der Werff,44,2,4.594583094120026,6.069912307197228
Unknown,8qezzr83ofw7htqufohg2fwlx,Emerson,46,3,4.587947741150856,3.282115800655447
Unknown,5c2zuz7f53hvqn5be1k2nddsk,A. Kouassi,32,6,4.583904035389423,6.798382964450866
Unknown,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,47,4,4.573259962722659,3.0518880129093304
Eredivisie,21k54i5a6d9bi4f6gplgzxiw9,G. Til,43,4,4.563564075157046,4.653319229604676
Unknown,ataq08lvaj8i1jg5c5iqz81sk,L. Stojković,59,12,4.527419224381447,7.374964824761264
Unknown,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,54,5,4.524357406422496,5.262628220021725
Unknown,1sq7k81crma1kde80f06fufhl,G. Tsitaishvili,44,2,4.518098380416632,3.931256780750118
Unknown,emvmn561wgd62zj0s3qi5j5rd,Juan Miranda,65,3,4.50144712254405,3.777103971107863
Unknown,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,54,3,4.489373374730349,3.5175055365543813
Unknown,9t0jh9kfw1225c8hoj0pu8cbu,H. Haraldsson,51,1,4.471482969820499,3.78005474479869
Eredivisie,4n18t6bixl6ba3bx76hym51qs,A. Gaaei,29,4,4.4662456549704075,4.842423284542747
Unknown,2gwigr63tgo2jw460msz2qgwk,J. Steuckers,51,6,4.465678952634335,5.4342336726840585
Unknown,5t9iyv0nltknsabsxcjehqr4l,V. Sinyavskiy,43,4,4.454853737726808,4.319397758226842
Unknown,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,49,1,4.453069960698485,3.6701837116852403
Unknown,8hm6d6395johhjsoe8jz6dcyd,Yuri,30,6,4.435996446758509,4.740149421500973
Unknown,9xbo6c8uq29ueuyinngjjiaj9,Rubén García,44,5,4.434411166235805,4.318663602345623
Unknown,drjbms71w0kt1pidq8q17h05w,N. Angulo,49,5,4.424498666077852,4.219010680448264
Unknown,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,51,2,4.417185066151433,2.8952863999875262
Unknown,10lpk2wft7zsd1fa38ulbakno,A. Stanković,33,2,4.397093463689089,3.8865949099417776
Eredivisie,c6ip6gwp8yvchd1n3dv42go9,Mauro Júnior,33,9,4.370929829776287,6.15450937114656
Unknown,b3fw2tlu6lbj5o6r5vvxakgyx,M. Šego,33,5,4.367831282317638,4.961452586110681
Unknown,aujgya83jg4eylvm7hjjbbasq,L. Sinayoko,40,4,4.364194705965929,4.578762168413959
Unknown,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,33,7,4.333795208483934,6.204809422022663
Unknown,418gw0hpjoy8dt0ywaxjgm5pm,N. Fagioli,62,3,4.309982214123011,3.3542749488260597
Unknown,2ylm1z47byiqk4vmhape4micq,P. Guiagon,51,5,4.307773318141699,5.279700574232265
Unknown,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,44,6,4.299203883856535,4.800500415964052
Unknown,2fsgc0b4mvwpenawmit0q0bmd,Mario Pašalić,40,4,4.294229418039322,3.8329514999641106
Unknown,btvuam6p4391am219taqtcted,J. McGinn,41,4,4.293922554701567,3.7464767704950646
Unknown,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,51,6,4.287811417132616,5.3609998259926215
Unknown,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,52,6,4.276597261428833,4.588465978624299
Unknown,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,34,5,4.258000902831554,3.430068143294193
Unknown,6vlk7n6m7g38n5wa5zuvbsbxm,T. Fruk,45,3,4.254632398486137,2.3479381824145094
Unknown,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,35,4,4.252110954374075,3.508752183523029
Unknown,atzboo800gv7gic2rgvgo0kq1,E. Haaland,25,8,4.241058878600597,4.473853165633045
Unknown,a71n80h977h7fu99ftnri5zsa,B. Barcola,38,1,4.226038068532944,3.105107761803083
Unknown,604osk9a3lxpfpkavuziqmn6x,M. Rashford,46,7,4.221841212362051,6.36981510813348
Unknown,dg4782hj9xdqg46w225kzph5g,D. Ouattara,27,3,4.208388961851597,3.4249542985344306
Unknown,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,40,5,4.206365058198571,5.771597367129289
Unknown,ez9zc94k1nj4qxjf2hrvj5dgq,Y. Gboho,56,3,4.2032875418663025,4.0495340336347
Unknown,co59rv08x22hk5itwibbwq191,G. Hein,58,7,4.193362340331078,6.120953268953599
Unknown,8io5efukjl6wx7315h3fuyx3o,L. Banovec,37,5,4.1889390759170055,4.706698321388103
Unknown,5xswuoacpzuco82mmu00gjyms,P. Pagis,44,5,4.188384514302015,4.696983647416346
Eredivisie,4ej8uchqe3rt1s5h6phjo3310,G. Zechiël,46,7,4.164715090766549,5.006603748188354
Unknown,3mgjcyaseuexxlssgatjgsand,N. Williams,36,3,4.163218582049012,3.6345756168011576
Unknown,471t4engadct4su6thk5r5qtw,M. Kayode,34,1,4.150123592466116,3.460826088907197
Unknown,92vjurxjnipl210yanki2oz8q,L. da Cunha,45,4,4.146222490817308,4.039091004058719
Eredivisie,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,25,5,4.140843618661165,4.407745654694736
Unknown,gq4abws0ogyk223tpkxy5ex,V. Kušej,36,4,4.137828014791012,3.398764434736222
Unknown,eq790ntit6131xw3ag2x0siui,A. Tanko,23,6,4.127876825630665,3.9275407214881852
Unknown,akxjvb02zugb5ytlw2jz1ku3u,R. Pukštas,36,1,4.127866059541702,4.700831105932593
Eredivisie,4pqi5vt820333t5zsj2refc2d,B. Linssen,40,7,4.127067510038614,5.514115670928732
Unknown,bce703taa20nxg814t2giuei,T. Dolan,32,5,4.125175766646862,5.979316377546638
Unknown,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,27,2,4.124817326664925,3.3200197811238468
Eredivisie,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,48,4,4.1164545603096485,5.288743675220758
Unknown,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,49,4,4.103981871041469,3.3520037761190906
Unknown,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,44,2,4.101078424486332,2.3970684085506946
Unknown,8aao79b1g77c5jhp1n0w60xrd,C. Hernández,34,3,4.0919746439903975,3.459857583628036
Unknown,e5eiuko5p1yms97xndrvcr0bu,A. Garnacho,29,4,4.088902004063129,4.671813588240184
Unknown,aeue0dvxs088u4ucahccoe1as,I. Sebaoui,36,5,4.08835668489337,4.005968696787022
Unknown,eh70fwampgdyfv3hu25o2qx,Alfonso Pedraza,21,3,4.08593962341547,2.7273348843446
Unknown,bdg3xeth77c0nw61hvj5fct0p,K. Davis,31,4,4.085147187113762,3.065117573016323
Unknown,41jb0ts5688xz8ell62rybm22,A. Ounahi,35,2,4.084158021956682,3.51299777883105
Unknown,3sby91ws28mb3yt82a9al75sk,E. Diop,46,3,4.082987301051617,4.02011898427736
Unknown,93mfx60imfs1lx341b3ae7wgk,K. Goto,30,7,4.079014854505658,4.13263988296967
Eredivisie,1m0qpbce7dob7mdbo7titbqp5,V. Edvardsen,36,7,4.075253309682012,5.669331850949675
Unknown,3dm2bfuoyips4rbj0vhvbp9be,I. Ndiaye,30,3,4.064877236261964,2.2749704013112932
Unknown,dlpk0a4jgiswcm2r75uh1czpx,H. Wilson,39,7,4.062431523576379,4.034164119046181
Unknown,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,39,4,4.059282334521413,2.9454973854590207
Eredivisie,5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,33,3,4.05907654389739,3.3153292761417106
Unknown,1i9wi65k2foqwudeqiyih87hl,F. Valverde,43,8,4.050452172756195,5.438955508871004
Unknown,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,36,5,4.035513184964657,5.218096434371546
Unknown,dx5c8gytsnffmw7bk8lihslhx,K. Van Den Kerkhof,32,4,4.00638423115015,3.899996002088301
Eredivisie,1q0v3qpciql8rkyz4qrlvbuju,J. Breum,52,5,4.000122465076856,7.423390462528914
Unknown,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,36,6,3.994267225265503,4.177922818576917
Unknown,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,42,4,3.9819433093070984,5.099196265568025
Unknown,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,52,2,3.980383323505521,4.4099202894140035
Unknown,7r2tgpdrr4v6n9d2gkzwmlazt,Lautaro Martínez,36,6,3.9714349880814552,4.974123558262363
Unknown,cx081k5lkivuv5esvs04s7r3d,T. Ladra,50,7,3.9657958149909973,6.209729885100387
Unknown,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,54,5,3.962594237178564,4.8976199412718415
Unknown,1e03r0jzxkpqbfiao98w06cr8,Giovane,32,5,3.9546716194599867,4.867983510252088
Unknown,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,40,3,3.9406556077301502,3.794811596511863
Unknown,3uwnuj4kbsjiy88i1jrkzwqqy,J. Mercado,26,4,3.9383475482463837,3.651424756157212
Unknown,e98i1kwb733b830mk2wqdlene,Pablo Martínez,36,5,3.9381515866843984,4.733935082098469
Unknown,3auwtiburdxrp2i5me2d97f11,V. Tsygankov,55,5,3.9376627523452044,4.6784624240826815
Unknown,8e0f4d0nke8zpryrnvlo93rbo,A. Jagušić,36,4,3.9359709061682224,3.980143077322282
Unknown,5oge5fhmna0oduqvjisoa1djp,J. Toljan,28,4,3.932126719504595,4.370212201494724
Unknown,erwh25hbq259kqdirfufnbcb8,M. Soulé,45,5,3.925817748531699,5.380079543101601
Unknown,4a7x84pflda40oka94y36gwk,Q. Merlin,47,5,3.8998367972671986,5.631142688100226
Eredivisie,64kb0lmkr24rmh59hb01m268k,R. van Cruijsen,36,3,3.896819781512022,2.4761599546764046
Unknown,4ftlhtels58lyzfluwofzwxuy,Pedri,63,9,3.893637167289853,5.156548149185255
Unknown,do5tibysnhbnbw18nwdo39kut,Alex Berenguer,49,3,3.8726663514971733,3.904623394482769
Unknown,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,39,6,3.857507351785898,4.0208329723682255
Unknown,cs2yx3hiqjsb4i5ul2r5kmdat,Iago Aspas,30,3,3.8517530523240566,3.0645434679463506
Unknown,6kc8ieszwg6u00e3sa554y7yt,Luis Rioja,38,6,3.8492488507181406,4.583232296165079
Eredivisie,412l28fqhx21ivpcxzn1kpilm,V. Zagaritis,34,3,3.8490508794784546,3.4355939853703603
Unknown,1h3mduwlaf89ebwtqxuegsodm,K. Schade,28,3,3.8464082293212414,3.2639803453348577
Unknown,ckaqxlw257qzj8vjdumvwbaad,O. Dembélé,41,7,3.8375474251806736,4.136883242055774
